Código,País,1970,,,,1971,,,,1972,,,,1973,,,,1974,,,,1975,,,,1976,,,,1977,,,,1978,,,,1979,,,,1980,,,,1981,,,,1982,,,,1983,,,,1984,,,,1985,,,,1986,,,,1987,,,,1988,,,,1989,,,,1990,,,,1991,,,,1992,,,,1993,,,,1994,,,,1995,,,,1996,,,,1997,,,,1998,,,,1999,,,,2000,,,,2001,,,,2002,,,,2003,,,,2004,,,,2005,,,,2006,,,,2007,,,,2008,,,,2009,,,,2010,,,,2011,,,,2012,,,,2013,,,,2014,,,,2015,,,,2016,,,,2017,,,,2018,,,,2019,,,,2020,,,,2021,,,,2022,,,,2023,,,2024*,,
 141 , Camboya ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"3,028","56,011","54,004,126",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,6,"7,500","17,379,425",,0,0,0,,548,"9,038","25,995,096",,0,0,0,,0,0,0,,"1,485","24,744","56,520,763",,100,"1,379","2,767,643",,664,"48,887","98,592,243",,734,"55,249","114,046,172",,"2,532,198","1,780,951","3,259,091,294",,"63,531","958,096","1,780,314,002",,"24,992","1,120,349","2,009,387,825",,"27,407","1,886,541","3,482,987,063",,"9,805","473,820","956,773,925",,"211,757","1,101,774","2,945,273,901",,"142,007","1,643,646","4,986,564,973",,"49,589","338,268","991,307,913",," 65,198 "," 62,499 "," 179,037,605 ",," 184,807 "," 140,246 "," 462,015,618 ",,"176,613","123,063","492,872,233",,"340,231","217,124","802,493,158",," 510,675 "," 281,856 "," 1,142,996,540 ",," 139,144 "," 119,760 "," 518,367,659 "," 130,989 "," 102,845 "," 406,756,938 "
 145 , Camerún ,0,0,0,,"4,904","2,500",0,,0,0,0,,"12,000","10,920",0,,"28,851","20,814",0,,"15,000","9,750",0,,"65,200","62,000",0,,"12,000","14,160",0,,"54,000","65,100",0,,195,535,0,,"16,300","23,650","1,054,595",,0,0,0,,"9,687","26,849","1,743,593",,"10,010","19,520","1,518,266",,"2,240","8,160","732,686",,"14,293","16,661","2,403,693",,"17,598","37,500","7,802,326",,"7,368","199,125","49,174,729",,"40,864","186,204","55,158,948",,16,"7,400","2,541,228",,"35,248","60,884","26,793,830",,"35,697","79,547","54,569,806",,"70,798","131,105","89,093,420",,"71,450","149,916","118,399,245",,"41,410","97,979","80,409,707",,"130,931","244,519","223,261,239",,"195,084","382,208","398,169,628",,"308,411","793,579","900,975,251",,"313,825","664,688","936,983,362",,"254,809","612,089","1,084,488,682",,"228,607","724,753","1,540,190,828",,"545,828","1,458,838","3,363,331,848",,"544,030","1,618,740","4,266,102,860",,"530,006","1,475,702","4,239,099,747",,"581,821","731,818","1,902,993,201",,"880,184","671,645","1,554,245,210",,"1,014,033","1,145,951","2,732,485,644",,"619,530","1,479,172","3,026,773,412",,"621,582","1,526,149","3,112,546,061",,"1,126,753","2,717,725","5,820,989,231",,"1,083,086","3,187,332","5,993,566,307",,"652,702","1,260,342","2,302,412,680",,"1,202,729","3,902,733","6,989,924,897",,"581,097","1,850,715","3,441,126,020",,"2,114,776","6,868,080","13,375,004,574",,"343,010","1,164,875","3,141,059,939",,"286,747","938,772","2,838,232,047",,"495,047","1,597,558","4,761,284,746",," 202,488 "," 751,690 "," 2,192,127,002 ",," 339,213 "," 1,101,084 "," 3,660,032,325 ",,"611,253","1,754,647","6,470,601,905",,"440,066","1,298,937","4,870,519,486",," 264,349 "," 1,183,614 "," 5,123,882,045 ",," 1,330,848 "," 2,284,477 "," 9,591,061,658 "," 138,856 "," 574,751 "," 2,249,436,392 "
 149 , Canadá ,"14,280,162","8,176,583",0,,"19,487,779","12,804,234",0,,"42,537,367","19,518,833",0,,"19,191,120","16,994,925",0,,"15,510,620","19,491,035",0,,"13,429,407","13,925,964",0,,"16,542,313","23,496,040",0,,"79,041,096","23,700,448",0,,"6,662,621","17,748,194",0,,"20,901,340","53,975,435",0,,"18,496,342","58,250,727","2,711,181,019",,"10,708,053","30,651,013","1,651,040,588",,"47,619,082","33,957,819","2,212,276,236",,"34,305,593","26,831,162","2,108,012,854",,"92,278,845","56,884,779","5,689,714,286",,"15,780,446","39,952,098","5,810,083,076",,"118,513,623","73,089,506","14,288,616,681",,"96,880,199","67,518,779","16,351,178,775",,"95,324,844","62,406,582","18,496,462,939",,"243,249,552","86,698,982","32,694,990,616",,"52,817,289","69,925,279","35,379,797,188",,"105,428,288","80,632,904","52,104,841,687",,"40,941,058","55,979,860","38,084,524,067",,"107,340,699","44,957,077","35,375,943,396",,"530,553,271","92,329,101","76,281,203,572",,"1,432,540,943","163,617,217","148,474,855,739",,"460,675,276","109,351,750","113,037,814,730",,"822,053,259","143,462,980","168,130,755,303",,"1,239,956,595","136,858,156","195,326,804,775",,"1,644,873,201","120,125,438","212,550,651,719",,"1,695,039,623","149,427,381","316,354,918,928",,"2,155,038,971","142,511,553","328,288,772,918",,"2,272,774,052","164,260,863","403,070,379,545",,"2,121,127,168","176,501,806","509,882,059,726",,"1,236,581,377","156,371,140","409,523,896,908",,"2,455,204,264","297,846,928","691,424,171,580",,"2,074,551,167","274,627,242","647,312,955,021",,"2,004,248,908","271,573,293","566,467,579,655",,"1,888,527,358","307,353,812","589,061,276,996",,"2,314,603,385","385,592,622","833,138,410,610",,"2,240,892,854","532,126,091","1,011,025,978,289",,"1,919,522,873","614,416,193","1,133,769,064,074",,"1,358,377,892","466,977,694","839,777,978,217",,"1,219,706,460","390,152,007","731,110,158,874",,"2,568,351,144","664,785,046","1,332,005,198,479",,"1,337,255,744","417,024,717","1,129,567,074,660",,"1,511,363,875","395,718,442","1,199,297,850,521",,"2,347,447,812","526,329,759","1,550,716,903,087",," 2,819,115,971 "," 865,435,481 "," 2,536,916,739,743 ",," 2,014,005,920 "," 446,193,647 "," 1,461,953,972,472 ",,"1,389,665,350","414,686,141","1,521,099,969,478",,"1,659,407,442","701,786,707","2,645,096,108,738",," 2,030,442,651 "," 1,130,532,288 "," 4,775,000,542,377 ",," 1,696,526,261 "," 672,395,801 "," 2,886,061,615,644 "," 601,376,692 "," 267,705,473 "," 1,046,362,667,267 "
 155 ," Anglonormandas, Islas ",0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,312,"6,101","5,003,041",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,, 0 , 0 , 0 ,, 0 , 0 , 0 ,,0,0,0,,0,0,0,, -   , -   , -   ,, -   , -   , -   , -   , -   , -   
 156 , Ceilán ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,, 0 , 0 , 0 ,, 0 , 0 , 0 ,,0,0,0,,0,0,0,, -   , -   , -   ,, -   , -   , -   , -   , -   , -   
 157 ," Cantón y Enderburry, Islas ",0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,, 0 , 0 , 0 ,, 0 , 0 , 0 ,,0,0,0,,0,0,0,, -   , -   , -   ,, -   , -   , -   , -   , -   , -   
 159 , Santa Sede ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"35,946","25,390","74,254,511",, -   , -   , -   ,, 0 , 0 , 0 ,,0,0,0,,0,0,0,, -   , -   , -   ,, -   , -   , -   , -   , -   , -   
 165 ," Cocos (Keeling), Islas ",0,0,0,,0,0,0,,0,0,0,,"2,857","4,089",0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,141,"78,489",0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,180,300,"32,439",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"99,000","61,020","41,117,717",,0,0,0,,0,0,0,,"1,100","5,900","4,897,413",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,711,"10,685","24,647,196",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,, 0 , 0 , 0 ,, 0 , 0 , 0 ,,0,0,0,,0,0,0,, -   , -   , -   ,, -   , -   , -   , -   , -   , -   
 169 , Colombia ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,50,450,"69,885",,0,0,0,,"166,172","190,921","45,623,878",,"78,657","98,689","32,799,306",,"743,906","3,575,330","1,445,072,719",,"6,612,490","11,921,349","6,319,953,235",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"1,998,351","3,001,653","6,842,310,429",,"300,534","1,437,649","2,971,457,408",,"357,938","2,054,002","4,008,720,021",,"111,695","762,248","1,726,153,641",,"6,299","13,052","25,666,711",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"291,588","3,283,931","9,325,516,798",,"269,725","3,948,862","12,033,775,056",,"251,033","3,995,923","11,800,734,147",," 293,100 "," 5,249,578 "," 15,556,746,320 ",," 265,570 "," 5,682,708 "," 18,710,071,080 ",,"88,911","1,461,110","5,116,483,484",,"203,155","4,133,233","15,667,546,009",," 360,158 "," 9,689,027 "," 42,258,141,707 ",," 428,893 "," 10,739,372 "," 46,073,327,149 "," 295,932 "," 5,085,134 "," 19,796,087,636 "
 173 , Comoras ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,153,"3,040","2,417,043",,0,0,0,,"1,163","29,581","29,136,102",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,75,"2,741","5,171,098",,"106,057","205,425","431,101,708",,"78,343","147,448","448,701,391",,"188,927","324,188","995,252,389",,"128,172","218,559","629,754,989",," 116,483 "," 204,756 "," 620,870,053 ",," 137,749 "," 223,160 "," 728,907,566 ",,"23,646","33,621","131,822,225",,"45,827","82,190","316,533,004",," 151,501 "," 210,847 "," 930,371,830 ",," 25,264 "," 46,491 "," 209,292,073 ", -   , -   , -   
 177 , Congo ,"30,000","14,250",0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"20,000","24,000",0,,0,0,0,,"35,000","31,255",0,,49,882,0,,100,"1,850",0,,"19,978","18,979","859,938",,0,0,0,,0,0,0,,0,0,0,,"7,000","12,950","1,210,307",,"4,000","5,800","870,174",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"31,280","34,378","18,801,682",,"64,512","63,436","41,119,691",,"177,408","177,677","119,723,465",,"187,460","219,437","172,561,743",,"24,628","26,451","21,773,098",,"26,398","44,374","41,083,429",,"17,680","37,810","40,233,621",,"17,665","42,899","46,143,098",,"17,280","39,200","54,355,112",,"58,000","59,240","93,283,451",,"7,033,314","1,821,479","3,886,592,769",,"17,690","17,129","39,493,650",,0,0,0,,"5,335,100","1,006,244","2,966,580,487",,"3,127,630","501,958","1,318,631,434",,"212,653","273,041","630,430,708",,"479,948","794,684","1,891,037,429",,"885,692","1,419,888","2,977,056,901",,"821,215","1,421,514","2,810,981,060",,"894,713","1,648,539","3,610,180,425",,"841,134","1,617,907","3,094,668,978",,"1,106,501","2,285,650","4,199,973,408",,"966,509","2,281,028","4,092,281,201",,"1,528,471","2,151,159","4,050,198,041",,"377,327","964,287","1,925,670,551",,"926,485","1,885,006","5,193,792,897",,"654,262","1,137,298","3,494,314,288",,"877,891","1,466,418","4,330,264,516",," 1,759,592 "," 2,782,370 "," 8,251,250,678 ",," 2,610,779 "," 3,992,788 "," 13,119,648,499 ",,"3,040,135","4,550,771","16,680,499,199",,"2,457,088","3,887,079","14,531,782,583",," 2,564,983 "," 4,753,346 "," 20,714,910,749 ",," 2,131,309 "," 3,401,247 "," 14,930,645,238 "," 499,157 "," 971,433 "," 3,752,995,818 "
 183 ," Cook, Islas ",0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,884,"19,828","16,043,289",,0,0,0,,"13,739","17,918","15,699,931",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"4,404","53,526","106,531,736",,0,0,0,,73,434,"936,884",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"150,630","675,000","1,739,076,750",,0,0,0,,0,0,0,, 0 , 0 , 0 ,, 0 , 0 , 0 ,,0,0,0,,0,0,0,, -   , -   , -   ,, -   , -   , -   , -   , -   , -   
 187 ," Corea, República Democrática  ",0,0,0,,0,0,0,,"45,240","49,816",0,,"25,133","27,704",0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,30,10,"4,860",,888,"9,220","5,754,663",,"27,482","668,974","463,088,857",,"30,101","256,803","200,854,085",,"38,557","112,552","93,110,043",,0,0,0,,"57,595","164,279","164,061,040",,"78,730","180,050","184,922,153",,"619,790","800,643","1,210,388,449",,"318,010","399,043","636,324,329",,100,"2,678","5,828,962",,"8,325","29,084","67,112,844",,0,0,0,,451,"6,620","18,813,103",,"264,006","385,295","1,016,116,514",,"1,386,706","1,995,120","4,616,586,819",,"1,797,506","3,874,449","9,120,127,034",,"344,125","1,469,267","3,071,870,991",,"451,160","826,104","1,511,565,453",,"29,133","100,358","251,194,124",,"2,681","752,250","1,381,091,868",,0,0,0,,0,0,0,,0,0,0,,170,"2,084","3,912,625",,0,0,0,,351,"103,445","297,916,428",,"39,194","242,490","723,778,220",," 22,000,025 "," 2,786,963 "," 8,343,441,665 ",," 22,000,158 "," 2,772,956 "," 9,555,452,776 ",,"22,428,782","761,025","2,803,278,237",,"39,880","270,094","1,011,410,015",," 383,391 "," 1,634,448 "," 7,722,433,710 ",, -   , -   , -   , -   , -   , -   
 190 , Corea ,"155,682","195,950",0,,"330,133","343,080",0,,"560,040","631,540",0,,"1,204,650","1,385,209",0,,"350,407","544,894",0,,"2,243,414","1,183,143",0,,"1,034,041","604,015",0,,"188,432","677,515",0,,"728,340","2,005,265",0,,"850,040","2,638,667",0,,"981,384","3,558,370","167,612,085",,"591,078","1,626,975","90,246,686",,"1,609,580","4,763,293","300,285,264",,"61,450,249","14,802,337","1,213,060,897",,"4,920,357","14,284,212","1,446,980,789",,"16,462,398","13,548,675","1,892,707,834",,"14,760,218","11,793,616","2,143,323,221",,"65,858,231","6,346,594","1,504,415,441",,"1,878,524","5,583,476","1,676,143,173",,"5,190,823","12,490,750","4,779,610,302",,"6,646,115","12,794,307","6,494,839,036",,"10,060,297","17,244,104","10,829,377,854",,"8,506,355","13,128,524","8,912,674,745",,"10,602,073","17,627,781","13,979,639,475",,"8,669,608","33,362,741","27,680,432,429",,"22,594,108","44,895,805","40,710,975,636",,"9,981,762","30,361,586","31,355,031,523",,"14,201,784","51,031,141","59,964,638,574",,"76,597,534","34,605,820","49,385,456,789",,"24,127,675","46,132,836","80,808,423,008",,"16,537,493","45,585,026","94,748,441,448",,"21,574,016","43,647,108","100,077,506,775",,"26,652,112","46,633,047","117,338,790,465",,"30,474,517","76,341,125","218,671,054,030",,"28,577,157","93,011,215","243,511,324,097",,"58,267,646","135,992,834","315,737,814,698",,"62,015,045","201,635,894","477,561,659,596",,"26,048,758","114,528,609","235,889,270,068",,"34,908,951","110,430,265","211,435,040,654",,"36,059,957","107,131,145","223,983,585,109",,"2,002,347,026","372,660,520","705,625,934,412",,"292,606,453","276,148,481","510,940,467,643",,"1,989,832,277","335,985,476","601,232,116,228",,"310,687,182","229,995,243","433,589,297,878",,"666,171,528","519,683,014","1,044,253,497,909",,"198,524,799","229,363,358","619,874,945,355",,"3,338,595,802","402,061,675","1,212,337,546,392",,"3,778,544,863","457,038,757","1,352,711,176,660",," 5,387,018,853 "," 627,432,168 "," 1,853,581,034,935 ",," 4,226,320,131 "," 482,030,321 "," 1,573,925,475,776 ",,"5,970,265,130","571,987,934","2,118,570,325,873",,"3,330,957,704","585,784,488","2,204,836,033,183",," 2,220,066,469 "," 609,508,049 "," 2,619,187,438,225 ",," 5,706,585,333 "," 824,802,034 "," 3,471,930,233,198 "," 3,784,253,509 "," 451,917,616 "," 1,752,416,707,387 "
 193 , Costa de Marfil ,0,0,0,,0,0,0,,10,213,0,,650,"1,120",0,,"218,549","155,025",0,,0,0,0,,"246,000","191,733",0,,"205,000","172,500",0,,15,288,0,,0,0,0,,"50,200","126,500","6,074,530",,0,0,0,,0,0,0,,"10,780","76,900","6,327,476",,0,0,0,,0,0,0,,0,0,0,,4,468,"109,124",,240,"3,316","946,812",,"10,866","37,464","14,068,647",,9,840,"369,667",,254,"3,428","2,264,263",,"503,182","389,275","271,096,078",,"189,094","551,102","430,187,597",,"81,242","187,135","155,779,789",,"1,035,871","607,507","580,590,740",,"14,222,117","4,187,929","4,200,536,751",,"107,288","157,844","179,051,692",,"683,527","672,986","954,491,790",,"297,729","257,252","451,354,906",,"291,897","553,936","1,146,317,566",,"335,749","604,725","1,393,486,108",,"102,336","219,544","529,152,232",,"18,689,254","3,666,103","10,487,692,055",,"18,444,246","3,562,780","9,271,662,738",,"314,149","536,822","1,244,847,338",,"804,927","1,070,581","2,521,969,537",,"406,756","1,113,586","2,263,657,870",,"396,642","1,188,170","2,305,559,830",,"1,168,708","2,920,416","6,217,882,369",,"440,926,846","214,933,291","403,057,911,408",,"261,896,350","176,342,672","328,298,130,026",,"148,519,989","110,145,435","195,148,431,600",,"42,525,207","23,808,399","45,532,910,666",,"169,938,249","113,103,451","216,689,858,192",,"288,628,022","105,511,076","271,561,757,542",,"451,810,976","104,469,273","318,376,673,405",,"83,739,173","40,692,586","118,452,619,507",," 237,066,326 "," 113,783,439 "," 334,841,429,329 ",," 338,314,760 "," 135,111,817 "," 442,647,602,851 ",,"208,544,183","64,718,189","229,636,575,058",,"237,670,036","115,223,679","443,485,201,737",," 674,637,467 "," 439,201,740 "," 1,835,926,844,719 ",," 340,113,925 "," 167,936,488 "," 752,522,727,638 "," 222,047,222 "," 117,999,499 "," 463,165,496,258 "
 196 , Costa Rica ,"27,394,871","2,104,408",0,,"22,457,187","2,328,389",0,,"6,766,209","2,164,801",0,,"14,630,789","4,648,535",0,,"16,941,106","8,858,249",0,,"8,935,573","5,638,542",0,,"8,288,169","3,659,109",0,,"20,110,083","5,561,886",0,,"4,631,832","4,581,094",0,,"5,684,476","5,581,400",0,,"22,710,060","5,530,527","261,863,004",,"2,370,391","4,588,029","250,504,046",,"2,079,751","3,876,703","250,547,987",,"2,875,043","5,007,490","399,042,254",,"5,111,745","7,295,484","731,503,437",,"4,669,373","8,167,603","1,169,040,293",,"40,499,716","8,943,996","1,826,528,852",,"40,906,854","16,307,082","3,944,376,321",,"78,703,447","20,844,001","6,230,942,851",,"65,723,464","22,697,560","8,689,922,974",,"8,490,676","20,533,666","10,557,996,629",,"89,840,243","65,786,453","43,001,728,221",,"229,053,179","76,978,393","52,240,113,098",,"310,939,274","83,483,031","65,451,379,855",,"345,910,948","92,536,434","76,454,192,601",,"353,627,828","92,424,622","83,896,091,006",,"347,827,886","103,321,849","107,575,927,113",,"312,382,436","121,078,783","140,161,480,608",,"99,081,263","102,131,023","145,772,945,092",,"101,271,042","115,329,320","203,363,796,422",,"122,198,240","121,059,995","253,575,538,639",,"273,973,142","149,932,980","344,672,927,108",,"253,450,630","154,734,575","390,850,197,094",,"420,117,181","199,232,708","574,293,371,829",,"453,374,900","239,926,890","629,822,419,677",,"255,449,847","219,512,253","510,293,288,924",,"213,514,040","242,646,041","570,947,163,452",,"213,186,571","285,226,424","588,374,944,724",,"264,761,182","373,453,625","710,520,173,461",,"206,361,664","291,251,617","619,256,673,068",,"620,140,789","513,919,948","969,549,034,046",,"347,619,500","434,876,978","801,642,255,156",,"117,098,747","274,485,887","493,091,352,102",,"130,701,231","276,515,853","517,479,040,435",,"128,520,654","264,489,747","528,532,652,448",,"115,647,764","247,580,951","680,201,739,182",,"107,644,103","229,553,759","700,577,977,038",,"114,570,341","239,686,410","707,343,115,567",," 122,125,318 "," 251,065,119 "," 742,592,637,568 ",," 108,477,978 "," 243,824,115 "," 800,012,993,354 ",,"95,160,193","207,893,360","766,579,602,665",,"107,515,208","261,165,245","980,785,710,636",," 129,839,202 "," 318,539,850 "," 1,363,592,855,434 ",," 133,959,353 "," 345,682,610 "," 1,483,802,888,252 "," 54,164,564 "," 138,931,189 "," 541,344,700,099 "
 198 , Croacia ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,317,"21,395","17,010,737",,"2,467,260","539,471","443,614,873",,0,0,0,,"247,349","646,698","657,052,760",,"87,120","330,720","361,157,896",,"17,709","74,873","102,703,056",,"44,327,913","1,247,459","2,354,789,259",,"83,970,467","2,379,781","4,827,652,393",,"62,229,142","2,342,468","5,344,151,982",,719,"11,075","27,363,558",,"195,014,206","5,067,843","14,674,606,745",,"153,681,723","4,927,511","13,271,790,179",,"76,772,045","4,340,171","10,158,706,644",,"340,673,593","20,715,280","47,960,792,545",,"68,610,648","4,741,554","10,336,145,175",,"323,684,464","20,723,915","38,661,810,301",,"327,168,505","24,144,401","54,461,218,806",,"504,855,457","44,056,940","82,726,884,990",,"685,929,700","79,982,856","147,274,724,186",,"690,323,977","78,489,740","140,980,449,168",,"663,076,374","59,712,857","111,735,909,491",,"182,371,149","13,310,090","27,776,903,347",,"276,868,854","19,223,044","48,935,514,528",,"279,389,735","13,140,863","39,468,718,494",,"74,615,269","7,041,562","20,808,540,896",," 3,884,009 "," 1,850,375 "," 5,577,796,652 ",," 72,977,670 "," 5,847,307 "," 18,216,932,550 ",,"875,522","656,794","2,393,715,623",,"136,675,503","19,053,858","72,680,149,035",," 794,593 "," 465,695 "," 2,021,144,237 ",," 140,030,686 "," 16,389,346 "," 65,608,838,409 "," 4,411,500 "," 1,780,681 "," 6,889,258,636 "
 199 , Cuba ,"118,163","27,177",0,,0,0,0,,0,0,0,,953,"14,845",0,,0,0,0,,"14,699,200","455,675",0,,"59,086,834","18,949,687",0,,"9,740,319","3,426,825",0,,"3,204,966","3,448,012",0,,"683,698","2,007,579",0,,"3,197,373","5,578,583","262,255,978",,"2,195,534","3,456,566","185,290,431",,"12,385,829","4,448,594","289,630,414",,"118,392","1,617,843","130,310,606",,"140,861","1,882,882","178,971,718",,"7,738,401","4,618,447","639,129,874",,"439,406","2,177,161","417,229,928",,"215,511","942,175","239,658,389",,"38,116,726","9,227,658","2,761,421,490",,"16,824,679","26,603,958","10,422,458,912",,"11,934,586","19,853,142","9,744,455,819",,"63,505,512","20,087,757","12,230,591,670",,"34,178,128","14,733,967","10,159,773,225",,"163,354,684","20,308,860","16,315,125,515",,"202,409,947","34,596,147","28,575,034,212",,"49,686,802","17,594,435","16,276,286,928",,"38,292,504","22,084,551","22,849,374,887",,"26,064,786","19,413,981","22,551,349,208",,"24,378,061","22,478,116","32,417,617,625",,"29,164,902","28,200,821","51,313,616,769",,"25,051,131","31,684,240","64,625,765,268",,"20,907,550","24,030,368","55,381,115,908",,"228,054,737","63,008,855","149,790,379,424",,"211,107,315","60,871,315","175,437,720,979",,"113,188,862","32,768,754","87,092,709,360",,"204,201,524","63,711,449","147,430,458,992",,"71,119,952","48,710,699","114,011,136,641",,"68,372,907","51,063,254","105,379,023,043",,"62,503,511","58,511,421","119,224,018,267",,"16,694,623","35,661,769","77,210,682,717",,"23,176,218","34,583,261","65,209,078,324",,"14,358,607","40,354,718","74,350,517,817",,"14,614,241","32,126,083","57,792,313,311",,"18,054,704","36,151,679","67,608,335,704",,"17,541,418","34,993,794","70,281,096,151",,"22,229,347","38,805,997","104,875,594,933",,"19,660,376","33,516,837","101,969,439,368",,"20,233,249","37,796,383","111,849,055,918",," 28,849,237 "," 49,995,146 "," 147,313,237,039 ",," 23,816,965 "," 39,669,532 "," 129,885,306,521 ",,"13,803,637","23,807,826","87,680,472,785",,"165,755,301","95,531,542","375,346,504,578",," 14,287,148 "," 30,491,846 "," 130,735,625,670 ",," 31,996,653 "," 52,905,825 "," 228,687,380,578 "," 17,673,939 "," 30,256,204 "," 117,802,004,867 "
