DIRECTORIO,SECUENCIA_P,SECUENCIA_ENCUESTA,P3053,P3095,P3096,P3097,P3098,P3054,P3055,P469,CLASE_TE,COD_DEPTO,AREA,F_EXP
7278930,1,3,6,,,,,,,,1,20,20,26.7187394008191
7278932,1,1,5,,,,,1,4,2,1,20,20,23.8049530707299
7278939,1,1,3,,,2,,,,,1,20,20,28.5529107432386
7278943,1,1,4,,,,1,,,,1,20,20,28.5684410327597
7278947,1,2,5,,,,,1,1,1,1,20,20,44.2861472752272
7278951,1,2,3,,,1,,,,,1,20,20,35.2625038827355
7278957,1,1,6,,,,,,,,1,20,20,22.3364287249123
7278958,1,1,6,,,,,,,,1,20,20,20.5152728875693
7278962,1,1,5,,,,,1,1,2,1,20,20,27.9147899872032
7278962,1,4,6,,,,,,,,1,20,20,27.9147899872032
7278963,1,1,4,,,,1,,,,1,20,20,13.9125340390076
7278966,1,1,1,2,,,,1,5,2,1,20,20,16.428221509974
7278967,1,2,2,,4,,,1,1,1,1,20,20,26.1309290163638
7278972,1,2,6,,,,,,,,1,20,20,16.0450528892175
7278973,1,2,5,,,,,1,1,2,1,20,20,22.0416232136388
7278978,1,2,2,,1,,,1,3,1,1,20,20,25.7586370550751
7278981,1,2,1,2,,,,1,1,2,1,25,"",124.799420648082
7278984,1,1,3,,,1,,,,,1,25,"",143.200248141653
7278993,1,1,1,1,,,,1,3,1,1,25,"",124.799420648082
7278995,1,2,1,2,,,,1,1,2,1,25,"",143.200248141653
7278996,1,2,1,2,,,,1,1,1,1,25,"",103.416692809057
7278997,1,1,2,,1,,,1,3,1,1,25,"",167.199982589017
7279004,1,1,2,,1,,,1,3,1,1,25,"",197.975766275673
7279013,1,1,3,,,1,,,,,1,25,"",174.111930394309
7279017,1,2,3,,,1,,,,,1,25,"",114.423886528283
7279020,1,1,1,2,,,,1,3,2,1,25,"",216.577089009725
7279025,1,1,7,,,,,1,1,2,1,27,27,6.98549808852165
7279027,1,2,2,,1,,,1,3,1,1,27,27,6.9976305408695
7279030,1,1,8,,,,,,,,1,27,27,6.66539024163192
7279030,1,2,1,2,,,,1,1,1,1,27,27,6.66539024163192
7279035,1,1,4,,,,1,,,,1,27,27,6.31819656321833
7279041,1,1,1,2,,,,1,1,1,1,27,27,3.43283654559388
7279052,1,2,1,1,,,,1,4,1,1,27,27,7.56302664458279
7279058,1,1,1,1,,,,1,1,1,1,27,27,5.70053299455109
7279058,1,2,4,,,,2,1,,1,1,27,27,5.70053299455109
7279077,1,1,4,,,,1,,,,1,27,27,5.65739129827461
7279077,1,2,6,,,,,,,,1,27,27,5.65739129827461
7279077,1,4,3,,,1,,,,,1,27,27,5.65739129827461
7279090,1,2,2,,1,,,1,3,1,1,27,27,8.40508576534748
7279101,1,1,1,1,,,,1,1,1,1,27,27,5.06355639101867
7279119,1,1,1,1,,,,1,1,1,1,27,27,3.10926399180634
7279146,1,1,5,,,,,1,1,1,1,27,27,5.67498663171599
7279173,1,1,4,,,,1,,,,1,27,27,5.51179301469028
7279188,1,3,5,,,,,1,3,1,1,44,44,10.6114699498385
7279191,1,1,5,,,,,1,3,1,1,44,44,8.0870283805248
7279196,1,2,5,,,,,1,3,1,1,44,44,12.6903243379136
7279199,1,2,4,,,,1,,,,1,44,44,5.51512649932774
7279205,1,1,1,2,,,,1,4,1,1,44,44,9.76065956728818
7279209,1,2,5,,,,,1,3,1,1,44,44,5.08136986991617
7279210,1,2,2,,2,,,1,3,1,1,44,44,5.63691906144537
7279217,1,1,1,2,,,,1,1,1,1,44,44,7.80852765383055
7279219,1,2,3,,,1,,,,,1,44,44,6.23584793439139
7279220,1,1,1,2,,,,1,4,1,1,44,44,10.4675092763302
7279228,1,1,1,2,,,,1,1,1,1,44,44,2.32423345567409
7279228,1,3,1,2,,,,1,1,1,1,44,44,2.32423345567409
7279229,1,1,5,,,,,1,1,1,1,44,44,5.50481735907585
7279232,1,1,5,,,,,1,4,1,1,44,44,5.10072539529837
7279237,1,2,4,,,,1,,,,1,44,44,4.63100696736707
7279237,1,3,6,,,,,,,,1,44,44,4.63100696736707
7279242,1,1,3,,,2,,,,,1,44,44,6.80080542121782
7279243,1,1,8,,,,,,,,1,44,44,8.04516532773554
7279248,1,1,3,,,1,,,,,1,44,44,5.29833992918838
7279252,1,2,2,,1,,,1,3,1,1,44,44,2.17896886469446
7279257,1,1,1,2,,,,1,4,1,1,44,44,8.05988096843981
7279258,1,1,2,,1,,,1,3,1,1,44,44,7.13355189662635
7279261,1,6,5,,,,,1,3,1,1,44,44,3.73537519661908
7279264,1,2,5,,,,,1,1,1,1,44,44,9.43682975841574
7279277,1,1,2,,1,,,1,3,1,1,44,44,7.17323628318836
7279287,1,1,2,,2,,,1,3,1,1,44,44,10.034840396006
7279288,1,2,1,2,,,,1,4,1,1,44,44,5.87290128485547
7279291,1,1,3,,,1,,,,,1,44,44,9.30097091451428
7279292,1,1,3,,,1,,,,,1,44,44,6.6785685145541
7279296,1,1,1,2,,,,1,1,2,1,44,44,4.44581158119577
7279300,1,1,1,2,,,,1,3,1,1,44,44,8.36670974660866
7279333,1,2,4,,,,2,1,,1,1,50,50,15.1258285551755
7279334,1,1,3,,,1,,,,,1,50,50,22.458689611417
7279335,1,1,1,1,,,,1,3,1,1,50,50,20.167326302887
7279341,1,1,1,1,,,,1,3,1,1,50,50,29.5315404818767
7279341,1,2,3,,,1,,,,,1,50,50,29.5315404818767
7279345,1,2,1,2,,,,1,4,2,1,50,50,18.0647928849413
7279345,1,3,1,1,,,,1,4,1,1,50,50,18.0647928849413
7279348,1,1,1,2,,,,1,1,1,1,50,50,24.1841511945336
7279364,1,1,2,,1,,,1,3,1,1,50,50,20.0568474440678
7279366,1,1,1,1,,,,1,1,1,1,50,50,14.2840523979031
7279371,1,1,4,,,,1,,,,1,50,50,22.458689611417
7279372,1,1,1,1,,,,1,1,1,1,50,50,10.266107856157
7279374,1,1,1,1,,,,1,3,1,1,50,50,17.1031559348483
7279376,1,2,2,,1,,,1,3,1,1,50,50,20.4390034707239
7279378,1,1,3,,,1,,,,,1,50,50,25.5759736629889
7279386,1,2,6,,,,,,,,1,50,50,20.4411462816114
7279390,1,1,6,,,,,,,,1,50,50,24.9882265615879
7279394,1,2,1,1,,,,1,4,1,1,50,50,17.0972603591939
7279399,1,1,4,,,,2,1,,1,1,50,50,13.7769368383029
7279402,1,1,1,2,,,,1,6,2,1,50,50,24.1425015530446
7279404,1,2,1,2,,,,1,6,2,1,50,50,20.544592816872
7279405,1,2,2,,1,,,1,3,1,1,50,50,20.9828603948976
7279410,1,1,4,,,,2,1,,1,1,50,50,18.4867157776464
7279414,1,4,1,1,,,,1,3,1,1,50,50,14.743419624986
7279418,1,1,3,,,2,,,,,1,50,50,26.6677954077412
7279422,1,2,6,,,,,,,,1,50,50,17.6697740081407
7279424,1,1,2,,1,,,1,3,1,1,50,50,30.8168892253079
7279424,1,2,2,,1,,,1,3,1,1,50,50,30.8168892253079
7279425,1,2,1,1,,,,1,1,2,1,50,50,28.174700826307
7279431,1,1,6,,,,,,,,1,50,50,26.3372744215031
7279437,1,1,5,,,,,1,3,1,1,50,50,16.9850603109833
7279438,1,1,3,,,1,,,,,1,50,50,20.459762169533
7279440,1,1,2,,3,,,1,3,1,1,50,50,27.7300736664696
7279447,1,1,5,,,,,1,1,1,1,50,50,19.3241487359571
7279457,1,1,7,,,,,1,3,2,1,50,50,9.97710631610782
7279458,1,1,2,,1,,,1,3,1,1,50,50,12.442719824696
7279459,1,1,5,,,,,1,3,1,1,50,50,26.3372744215031
7279460,1,1,1,2,,,,1,3,2,1,50,50,15.3983465744713
7279467,1,1,1,1,,,,1,3,1,1,50,50,15.7813725590534
7279469,1,1,4,,,,2,1,,1,1,50,50,24.1425015530446
7279470,1,1,2,,2,,,1,3,1,1,52,"",36.8765457430663
7279474,1,1,1,2,,,,1,4,1,1,52,"",61.7044405213991
7279477,1,1,4,,,,2,1,,1,1,52,"",70.3855919550311
7279485,1,1,3,,,1,,,,,1,52,"",29.6022355591179
7279489,1,1,2,,1,,,1,3,1,1,52,"",74.041223897245
7279491,1,1,2,,1,,,1,3,1,1,52,"",53.5885265974078
7279509,1,2,1,1,,,,1,4,1,1,52,52,17.0372602387646
7279510,1,1,1,1,,,,1,1,1,1,52,52,19.0179360590174
7279511,1,1,5,,,,,1,1,1,1,52,52,18.3508944640643
7279512,1,5,4,,,,1,,,,1,52,52,21.0011037920639
7279516,1,1,3,,,1,,,,,1,52,52,24.1704772028445
7279522,1,2,5,,,,,1,3,1,1,52,52,24.0696734117912
7279525,1,2,1,2,,,,1,4,2,1,52,52,17.2013037618054
7279531,1,1,1,1,,,,1,3,1,1,52,52,20.5958816333889
7279537,1,1,2,,3,,,1,3,1,1,52,52,11.9830584048808
7279542,1,3,2,,1,,,1,3,1,1,52,52,13.1716533862181
7279549,1,2,1,1,,,,1,4,2,1,52,52,10.8487947464473
7279557,1,1,2,,1,,,1,3,1,1,52,52,15.4469112250417
7279571,1,1,2,,1,,,1,3,1,1,52,52,7.63990119532877
7279578,1,1,5,,,,,1,1,2,1,52,52,10.3193570964374
7279584,1,3,5,,,,,1,1,1,1,52,52,10.2290258998403
7279586,1,3,1,1,,,,1,4,1,1,52,52,13.1021780718733
7279594,1,1,5,,,,,1,1,1,1,52,52,14.3460027233602
7279598,1,2,3,,,1,,,,,1,52,52,15.5145065741415
7279602,1,2,1,1,,,,1,3,2,1,52,52,21.1083929646647
7279602,1,3,1,1,,,,1,3,1,1,52,52,21.1083929646647
7279609,1,1,7,,,,,1,1,1,1,52,52,18.1620684897298
7279610,1,1,4,,,,1,,,,1,52,52,19.2328765292553
7279612,1,1,1,1,,,,1,4,2,1,52,52,19.3883015016895
7279613,1,1,1,1,,,,1,3,1,1,52,52,19.4423104725092
7279613,1,2,1,1,,,,1,3,1,1,52,52,19.4423104725092
7279622,1,1,1,2,,,,1,4,2,1,52,52,13.490073050361
7279627,1,3,1,1,,,,1,3,1,1,52,52,11.8544880475963
7279628,1,1,4,,,,1,,,,1,52,52,13.7631708480483
7279634,1,1,3,,,1,,,,,1,52,52,18.6463659704562
7279634,1,2,5,,,,,1,3,1,1,52,52,18.6463659704562
7279647,1,1,2,,1,,,1,3,1,1,52,52,34.7791348030046
7279684,1,1,1,1,,,,1,3,1,1,54,54,23.4118893225876
7279685,1,1,1,1,,,,1,3,1,1,54,54,25.7498465202898
7279690,1,2,1,1,,,,1,1,1,1,54,54,27.4512164034298
7279698,1,1,3,,,2,,,,,1,54,54,25.7489311239446
7279699,1,4,1,1,,,,1,1,2,1,54,54,22.0858442071733
7279701,1,2,5,,,,,1,3,1,1,54,54,24.5251443844115
7279706,1,2,1,1,,,,1,1,1,1,54,54,27.7385762385276
7279709,1,1,1,1,,,,1,1,2,1,54,54,21.5193199710578
7279714,1,2,1,1,,,,1,3,1,1,54,54,30.3741163849678
7279720,1,1,3,,,1,,,,,1,54,54,29.6572838915646
7279732,1,1,5,,,,,1,3,1,1,54,54,39.6050071870598
7279739,1,1,5,,,,,1,1,1,1,54,54,30.6796962095794
7279741,1,2,1,1,,,,1,1,1,1,54,54,31.1168495380607
7279743,1,1,3,,,1,,,,,1,54,54,28.5955241296988
7279752,1,1,1,1,,,,1,4,2,1,54,54,20.2959628185557
7279752,1,2,3,,,1,,,,,1,54,54,20.2959628185557
7279753,1,2,1,1,,,,1,1,1,1,54,54,31.5890810403665
7279755,1,1,1,1,,,,1,1,1,1,54,54,26.9869254624226
7279757,1,1,3,,,1,,,,,1,54,54,39.2724584134582
7279758,1,2,1,1,,,,1,3,1,1,54,54,32.848660811685
7279774,1,2,3,,,1,,,,,1,54,54,30.4247402269243
7279777,1,1,4,,,,1,,,,1,54,54,52.485389129835
7279777,1,2,1,1,,,,1,1,2,1,54,54,52.485389129835
7279780,1,1,1,1,,,,1,3,1,1,54,54,31.9150465612143
7279781,1,2,1,1,,,,1,3,2,1,54,54,30.2464961544243
7279786,1,1,3,,,1,,,,,1,54,54,28.5047153330082
7279791,1,2,1,1,,,,1,3,1,1,54,54,31.5404305926949
7279794,1,1,1,1,,,,1,3,1,1,54,54,67.2934594912288
7279805,1,2,1,2,,,,1,3,2,1,54,54,56.5636247250173
7279807,2,1,1,1,,,,1,3,1,1,54,54,25.0730750849893
7279820,1,2,1,1,,,,1,1,1,1,54,54,44.8704946038008
7279825,1,1,1,1,,,,1,3,1,1,54,54,42.3144227265599
7279829,1,1,1,1,,,,1,4,2,1,54,54,33.7751819609706
7279837,1,1,1,2,,,,1,4,2,1,54,54,67.4792099430904
7279843,1,1,3,,,1,,,,,1,54,54,45.8030634688969
7279858,1,3,7,,,,,1,1,1,1,63,63,11.2549440334166
7279863,1,1,2,,1,,,1,3,1,1,63,63,12.1154934359559
7279864,1,1,2,,2,,,1,3,1,1,63,63,14.3926011969278
7279870,1,3,4,,,,1,,,,1,63,63,22.6829999711995
7279871,1,1,4,,,,2,1,,1,1,63,63,10.5212566672288
7279872,1,2,6,,,,,,,,1,63,63,20.3878687368571
7279873,1,1,1,2,,,,1,4,1,1,63,63,12.0108812615482
7279874,1,1,4,,,,1,,,,1,63,63,15.3475568395121
7279880,1,1,3,,,1,,,,,1,63,63,10.7432897876585
7279881,1,2,3,,,1,,,,,1,63,63,10.1106917595808
7279883,1,2,5,,,,,1,1,1,1,63,63,11.8846640858449
7279884,1,2,1,2,,,,1,4,2,1,63,63,14.5022235371992
7279885,1,1,1,2,,,,1,4,1,1,63,63,10.7688753503487
7279885,1,2,3,,,1,,,,,1,63,63,10.7688753503487
7279894,1,2,3,,,1,,,,,1,63,63,11.0072211928895
7279896,1,2,2,,2,,,1,3,1,1,63,63,21.2948688613958
7279901,1,1,5,,,,,1,3,1,1,63,63,28.3642162104218
7279912,1,1,1,2,,,,1,4,2,1,63,63,24.3491940013009
7279928,1,1,3,,,1,,,,,1,63,63,16.7751806680242
7279933,1,1,1,2,,,,1,4,1,1,63,63,11.460347951012
7279934,1,2,3,,,1,,,,,1,63,63,12.0236083448686
7279937,1,1,4,,,,1,,,,1,63,63,11.7784574144439
7279963,1,1,5,,,,,1,1,1,1,63,63,16.3457846958041
7279966,1,1,3,,,1,,,,,1,63,63,12.6063827461132
7279971,1,1,3,,,1,,,,,1,63,63,14.2241588945337
7279973,1,1,1,2,,,,1,3,1,1,63,63,17.2995594910864
7279973,1,4,5,,,,,1,1,1,1,63,63,17.2995594910864
7279987,1,3,2,,2,,,1,3,1,1,63,63,20.7865837114094
7279990,1,1,1,2,,,,1,3,2,1,63,63,16.808510328151
7279992,1,1,1,2,,,,1,3,2,1,63,63,20.2349417832238
7279992,1,2,1,2,,,,1,4,2,1,63,63,20.2349417832238
7279998,1,1,2,,1,,,1,3,1,1,63,63,23.6613732382965
7280002,1,1,1,2,,,,1,4,2,1,63,63,10.7963299888755
7280005,1,1,3,,,1,,,,,1,63,63,12.7605323348666
7280007,1,2,3,,,1,,,,,1,63,63,12.7130061369631
7280008,1,1,3,,,1,,,,,1,63,63,14.109453565626
7280012,1,1,3,,,1,,,,,1,63,63,13.2145004760686
7280014,1,3,5,,,,,1,1,1,1,63,63,11.8887801941799
7280015,1,1,2,,1,,,1,3,1,1,63,63,13.8453673187359
7280019,1,1,1,2,,,,1,4,1,1,63,63,10.0859886531243
7280021,1,1,1,1,,,,1,3,2,1,66,66,11.4728945751952
7280022,1,1,4,,,,1,,,,1,66,66,14.4393082033224
7280022,1,2,4,,,,1,,,,1,66,66,14.4393082033224
7280027,1,1,2,,1,,,1,1,1,1,66,66,22.0497248054374
7280029,1,1,1,1,,,,1,2,2,1,66,66,20.6508446703955
7280031,1,1,4,,,,2,1,,1,1,66,66,20.0669645986767
7280031,1,2,1,1,,,,1,1,1,1,66,66,20.0669645986767
7280033,1,1,3,,,1,,,,,1,66,66,17.3857179923315
7280039,1,1,5,,,,,1,1,1,1,66,66,17.3039688940545
7280043,1,1,2,,1,,,1,3,1,1,66,66,15.8884964322578
7280048,1,2,1,1,,,,1,3,1,1,66,66,24.3293751799677
7280051,1,1,3,,,2,,,,,1,66,66,14.8683284437466
7280052,1,1,4,,,,1,,,,1,66,66,16.5644788183573
7280052,1,2,4,,,,1,,,,1,66,66,16.5644788183573
7280053,1,1,1,1,,,,1,1,2,1,66,66,14.8683284437466
7280054,1,2,1,1,,,,1,1,1,1,66,66,16.6688270000734
7280072,1,1,1,1,,,,1,1,1,1,66,66,18.080131914332
7280077,1,4,5,,,,,1,4,1,1,66,66,16.5884924010416
7280077,1,7,5,,,,,1,3,1,1,66,66,16.5884924010416
7280089,1,2,2,,2,,,1,3,1,1,66,66,17.8898303476252
7280093,1,1,3,,,1,,,,,1,66,66,15.9679743502102
7280097,1,1,4,,,,1,,,,1,66,66,11.9731545080513
7280101,1,1,1,2,,,,1,1,1,1,66,66,20.9163403852556
7280107,1,1,4,,,,1,,,,1,66,66,16.9373076273035
7280119,1,1,3,,,1,,,,,1,66,66,17.3721168193092
7280126,1,1,4,,,,1,,,,1,66,66,18.0129430175466
7280133,1,1,1,1,,,,1,1,2,1,66,66,28.9559848788331
7280138,1,1,2,,1,,,1,3,1,1,66,66,71.6989738177027
7280139,1,1,4,,,,1,,,,1,66,66,13.3498056992226
7280144,1,2,1,1,,,,1,5,2,1,66,66,15.8971966963737
7280151,1,1,3,,,2,,,,,1,66,66,16.3898493931359
7280152,1,1,1,2,,,,1,3,2,1,66,66,15.6471461930984
7280159,1,2,2,,2,,,1,1,1,1,66,66,52.5570779907287
7280167,1,1,1,1,,,,1,1,2,1,66,66,14.3411182189939
7280179,1,1,1,1,,,,1,1,2,1,66,66,19.3861598884365
7280180,1,1,4,,,,2,1,,1,1,66,66,21.238555519206
7280184,1,1,3,,,1,,,,,1,66,66,17.096158183975
7280185,1,2,3,,,1,,,,,1,66,66,19.599755382611
7280190,1,2,2,,2,,,1,4,1,1,66,66,38.1975941809042
7280203,1,1,2,,1,,,1,3,1,1,66,66,18.256293621597
7280213,1,2,5,,,,,1,1,1,1,66,66,14.9369675085793
7280214,1,1,3,,,1,,,,,1,66,66,15.3975523884578
7280214,1,2,1,2,,,,1,3,2,1,66,66,15.3975523884578
7280217,1,2,5,,,,,1,2,1,1,66,66,66.3932245271476
7280234,1,1,3,,,1,,,,,1,68,"",39.3846111898661
7280235,1,2,1,2,,,,1,1,1,1,68,"",22.3653018355968
7280239,1,1,5,,,,,1,1,1,1,68,"",38.2279037638536
7280239,1,2,1,1,,,,1,1,1,1,68,"",38.2279037638536
7280240,1,1,5,,,,,1,3,1,1,68,"",47.8544558776314
7280241,1,2,5,,,,,1,3,1,1,68,"",39.4687099532372
7280242,1,1,4,,,,1,,,,1,68,"",26.2178028830612
7280249,1,2,6,,,,,,,,1,68,"",54.1936673672975
7280252,1,1,1,2,,,,1,3,1,1,68,"",62.2863878534197
7280253,1,1,2,,1,,,1,3,1,1,68,"",54.1936673672975
7280255,1,1,1,2,,,,1,1,1,1,68,"",81.9842788229882
7280256,1,1,3,,,1,,,,,1,68,"",31.5123421526019
7280258,1,2,5,,,,,1,3,1,1,68,"",37.053154520963
7280262,1,1,3,,,1,,,,,1,68,"",52.9391077364129
7280266,1,1,1,2,,,,1,1,2,1,68,68,26.7363093455081
7280268,1,3,3,,,2,,,,,1,68,68,39.5842699017488
7280277,1,1,3,,,1,,,,,1,68,68,28.7038884086222
7280277,1,2,3,,,1,,,,,1,68,68,28.7038884086222
7280279,1,2,1,2,,,,1,4,1,1,68,68,31.5599409174348
7280284,1,1,5,,,,,1,3,1,1,68,68,11.8792670000447
7280289,1,2,5,,,,,1,3,2,1,68,68,16.7032002155881
7280291,1,2,1,2,,,,1,3,2,1,68,68,24.1083748802237
7280292,2,1,3,,,1,,,,,1,68,68,18.9196303829195
7280299,1,1,1,1,,,,1,3,1,1,68,68,18.2255216615833
7280304,1,1,2,,1,,,1,1,1,1,68,68,31.2789698125079
7280308,1,1,6,,,,,,,,1,68,68,23.3040413422834
7280322,1,1,1,1,,,,1,4,1,1,68,68,32.3234238032857
7280324,1,1,1,1,,,,1,2,2,1,68,68,31.945122649311
7280331,1,2,3,,,1,,,,,1,68,68,25.1824571451016
7280337,1,1,5,,,,,1,1,1,1,68,68,25.3487299561966
7280345,1,1,2,,1,,,1,3,1,1,68,68,34.654727639346
7280345,1,2,3,,,1,,,,,1,68,68,34.654727639346
7280361,1,3,5,,,,,1,1,1,1,68,68,37.5503773377034
7280366,1,2,3,,,2,,,,,1,68,68,29.4216361846468
7280367,1,2,2,,1,,,1,3,1,1,68,68,33.9168812211939
7280370,1,1,1,2,,,,1,3,2,1,68,68,25.1520400548881
7280376,1,1,3,,,2,,,,,1,68,68,27.9060841534211
7280382,1,1,2,,1,,,1,3,1,1,68,68,31.5839352974924
7280382,1,2,3,,,2,,,,,1,68,68,31.5839352974924
7280383,1,1,5,,,,,1,3,1,1,68,68,183.349985363657
7280389,1,2,5,,,,,1,3,1,1,68,68,21.3876028784366
7280390,1,2,1,2,,,,1,3,2,1,68,68,24.2769455025591
7280395,1,5,2,,2,,,1,3,1,1,68,68,22.6354689006802
7280396,1,1,2,,1,,,1,3,1,1,68,68,26.8716966181737
7280408,1,1,3,,,1,,,,,1,68,68,18.1479810442632
7280409,1,1,7,,,,,1,6,2,1,68,68,33.6227175753229
7280410,1,1,5,,,,,1,1,1,1,68,68,26.7906221678846
7280435,1,1,5,,,,,1,1,1,1,70,70,8.57755290991189
7280436,1,2,5,,,,,1,1,1,1,70,70,13.3883456489167
7280436,1,3,5,,,,,1,1,1,1,70,70,13.3883456489167
7280437,1,1,1,2,,,,1,1,2,1,70,70,14.212875374989
7280437,1,2,5,,,,,1,1,1,1,70,70,14.212875374989
7280438,1,1,1,1,,,,1,1,1,1,70,70,12.8861793941916
7280439,1,1,1,2,,,,1,1,2,1,70,70,11.8644385362767
7280443,1,2,6,,,,,,,,1,70,70,13.3448468835551
7280445,1,2,5,,,,,1,1,1,1,70,70,15.0281927432312
7280446,1,1,6,,,,,,,,1,70,70,13.384949367762
7280449,1,1,6,,,,,,,,1,70,70,14.3412822252757
7280449,1,2,6,,,,,,,,1,70,70,14.3412822252757
7280451,1,1,3,,,1,,,,,1,70,70,13.7706439206185
7280452,1,1,5,,,,,1,1,1,1,70,70,13.3448468835551
7280453,1,1,1,2,,,,1,1,2,1,70,70,13.6885037432313
7280458,1,3,5,,,,,1,1,1,1,70,70,13.4167152146419
7280460,1,1,5,,,,,1,1,2,1,70,70,11.9245969819965
7280461,1,1,1,1,,,,1,1,2,1,70,70,11.0227547673221
7280462,1,1,6,,,,,,,,1,70,70,10.5052442380183
7280463,1,1,3,,,2,,,,,1,70,70,13.8787598491695
7280463,1,2,5,,,,,1,1,2,1,70,70,13.8787598491695
7280467,1,1,1,1,,,,1,1,2,1,70,70,8.7440550090539
7280469,1,3,3,,,1,,,,,1,70,70,10.4835726344406
7280470,1,1,1,2,,,,1,1,2,1,70,70,7.50264103657625
7280472,1,9,3,,,1,,,,,1,70,70,17.2823445055771
7280473,1,1,3,,,1,,,,,1,70,70,18.2220872106046
7280474,1,1,4,,,,1,,,,1,70,70,8.98015285664113
7280474,1,4,3,,,1,,,,,1,70,70,8.98015285664113
7280478,1,3,5,,,,,1,1,2,1,70,70,11.3721706577438
7280480,1,1,6,,,,,,,,1,70,70,5.76568328920233
7280481,1,1,1,2,,,,1,4,2,1,70,70,21.03568095792
7280481,1,5,5,,,,,1,1,2,1,70,70,21.03568095792
7280481,1,6,3,,,1,,,,,1,70,70,21.03568095792
7280487,1,1,4,,,,2,1,,1,1,70,70,7.44914009454903
7280494,1,1,1,2,,,,1,1,2,1,70,70,6.113285821642
7280495,1,1,1,1,,,,1,3,1,1,70,70,12.8663293648678
7280501,1,1,1,2,,,,1,1,2,1,70,70,10.6088366979408
7280503,1,2,3,,,1,,,,,1,70,70,10.208546446599
7280513,1,1,1,2,,,,1,1,1,1,70,70,11.6523909312493
7280513,1,5,4,,,,1,,,,1,70,70,11.6523909312493
7280517,1,2,1,1,,,,1,1,2,1,70,70,8.77255226594439
7280518,1,1,3,,,1,,,,,1,70,70,7.56476204292033
7280519,1,1,3,,,1,,,,,1,70,70,5.32985444316463
7280520,1,1,1,1,,,,1,1,1,1,70,70,9.59209152525007
7280521,1,1,3,,,2,,,,,1,70,70,7.60287863048514
7280523,1,1,5,,,,,1,2,1,1,70,70,8.89343786075865
7280525,1,1,1,2,,,,1,4,1,1,70,70,6.73057830151684
7280528,1,4,3,,,1,,,,,1,70,70,11.3071709281249
7280528,1,8,5,,,,,1,3,1,1,70,70,11.3071709281249
7280537,1,1,4,,,,1,,,,1,70,70,7.14272461229015
7280538,1,1,1,2,,,,1,1,2,1,70,70,6.36800606421042
7280541,1,1,1,2,,,,1,1,1,1,70,70,8.34833546848724
7280542,1,1,4,,,,1,,,,1,70,70,10.2606951494498
7280542,1,3,4,,,,2,1,,1,1,70,70,10.2606951494498
7280549,1,1,3,,,1,,,,,1,70,70,9.5612859725714
7280554,1,2,5,,,,,1,1,2,1,70,70,11.3512606977823
7280555,1,1,3,,,1,,,,,1,70,70,7.12596703284988
7280564,1,1,3,,,1,,,,,1,70,70,4.91846916821825
7280565,1,1,3,,,1,,,,,1,70,70,7.16263470629714
7280566,1,1,1,1,,,,1,1,1,1,70,70,13.9945629777443
7280569,1,1,3,,,1,,,,,1,70,70,9.07503757497827
7280569,1,3,3,,,1,,,,,1,70,70,9.07503757497827
7280571,1,1,6,,,,,,,,1,70,70,11.6005008433458
7280585,1,1,4,,,,1,,,,1,73,73,32.6918375370919
7280597,1,1,1,1,,,,1,1,1,1,73,73,22.0983879391064
7280603,1,1,7,,,,,1,3,2,1,73,73,29.7100548959097
7280618,1,1,1,1,,,,1,1,1,1,73,73,34.3465259125285
7280624,1,1,1,1,,,,1,1,1,1,73,73,25.5849091486341
7280634,1,1,1,1,,,,1,1,2,1,73,73,32.4731539194202
7280657,1,1,1,1,,,,1,3,1,1,73,73,38.8715121688057
7280658,1,1,1,1,,,,1,1,1,1,73,73,29.293615527073
7280660,1,1,1,1,,,,1,3,1,1,73,73,54.4863958951532
7280664,1,1,4,,,,1,,,,1,73,73,34.3465259125285
7280675,1,1,1,1,,,,1,3,1,1,73,73,20.7314731566964
7280676,1,1,2,,3,,,1,3,1,1,73,73,21.4866542642867
7280702,1,2,2,,1,,,1,1,1,1,73,73,33.6335777130575
7280713,1,1,3,,,1,,,,,1,76,"",35.607504470386
7280724,1,5,1,2,,,,1,4,2,1,76,"",103.971023787166
7280725,1,1,4,,,,1,,,,1,76,"",84.4970580837781
7280726,1,1,3,,,1,,,,,1,76,"",40.9094842109415
7280727,1,1,3,,,1,,,,,1,76,"",25.1977449915483
7280741,1,1,3,,,1,,,,,1,76,"",65.2947671479371
7280748,1,1,3,,,1,,,,,1,76,"",22.6779704923935
7280752,1,1,2,,1,,,1,1,1,1,76,76,145.382101099092
7280753,1,1,4,,,,2,1,,1,1,76,76,71.9692533658355
7280754,1,3,5,,,,,1,3,1,1,76,76,119.3033196633
7280756,1,1,1,2,,,,1,4,2,1,76,76,116.264760988799
7280757,1,1,2,,1,,,1,4,1,1,76,76,139.966432097831
7280763,1,1,5,,,,,1,3,1,1,76,76,119.955748110058
7280765,1,1,3,,,1,,,,,1,76,76,98.535798953447
7280769,1,3,5,,,,,1,1,1,1,76,76,79.0743116553659
7280771,1,2,5,,,,,1,1,1,1,76,76,76.8113334057175
7280772,1,1,3,,,1,,,,,1,76,76,96.593653199413
7280776,1,1,5,,,,,1,1,1,1,76,76,97.3601174122877
7280779,1,2,3,,,1,,,,,1,76,76,84.5128695079493
7280782,1,2,1,2,,,,1,3,1,1,76,76,188.059007080328
7280791,1,2,4,,,,2,1,,1,1,76,76,75.2634062875739
