,Sector,Ingresos de actividades ordinarias,Costo de ventas,Ganancia bruta,Otros ingresos,Gastos de ventas,Gastos de administración,Otros gastos,Costos financieros,Ingreso (gasto) por impuestos,Ganancia (pérdida),Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,Activos corrientes totales,Propiedades planta y equipo,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,Pasivos por impuestos corrientes corriente,Otros pasivos financieros corrientes,Pasivos corrientes totales,Total de pasivos no corrientes,Total pasivos,Capital emitido,Otras reservas,Ganancias acumuladas,Patrimonio total,Total de patrimonio y pasivos
4364,C,68067156.0,48448149.0,19619007.0,221448.0,9619739.0,3397545.0,333007.0,1321529.0,2303644.0,2911479.0,1696645.0,16682880.0,18598171.0,38487380.0,24562174.0,31359780.0,69847160.0,1294748.0,1294748.0,9365189.0,1778322.0,11177701.0,25553684.0,14427971.0,39981655.0,380000.0,1580136.0,27905369.0,29865505.0,69847160.0
4412,C,7906946.0,5775534.0,2131412.0,385202.0,1086193.0,755097.0,14254.0,36197.0,207741.0,421777.0,469358.0,1677981.0,1195456.0,3342795.0,6297291.0,6336104.0,9678899.0,147974.0,157908.0,1074687.0,499501.0,161099.0,1893195.0,223430.0,2116625.0,680000.0,340000.0,1187649.0,7562274.0,9678899.0
4476,C,687844.0,804324.0,-116480.0,136512.0,0.0,179527.0,9381548.0,15458.0,45058.0,-9601559.0,1155.0,9312414.0,0.0,9323310.0,7087642.0,7601825.0,16925135.0,0.0,0.0,10315540.0,0.0,0.0,10477375.0,9499258.0,19976633.0,240000.0,2946549.0,-10280692.0,-3051498.0,16925135.0
4600,C,49806493.0,36242275.0,13564218.0,74734.0,6988725.0,4107137.0,417624.0,254308.0,408008.0,1463150.0,586525.0,1315236.0,2022582.0,6857607.0,18354136.0,18363900.0,25221507.0,609196.0,609196.0,4083060.0,1323805.0,558106.0,6574167.0,4040329.0,10614496.0,1741155.0,1658718.0,11207138.0,14607011.0,25221507.0
4680,C,8197533.0,4773056.0,3424477.0,121782.0,238340.0,1955365.0,0.0,1172656.0,70049.0,109849.0,114949.0,2290092.0,2825902.0,5230943.0,8292569.0,8452303.0,13683246.0,252464.0,252464.0,3121788.0,477470.0,0.0,3851722.0,6655384.0,10507106.0,2000000.0,523228.0,652912.0,3176140.0,13683246.0
4696,C,21447772.0,17097753.0,4350019.0,270365.0,3250112.0,1062090.0,425161.0,363044.0,111354.0,-591377.0,610620.0,3049002.0,1486342.0,7132498.0,11398670.0,18160657.0,25293155.0,564706.0,564706.0,5037565.0,3527725.0,140296.0,9270292.0,3657752.0,12928044.0,312000.0,305231.0,7621719.0,12365111.0,25293155.0
4760,C,95946803.0,81597319.0,14349484.0,7670954.0,8399946.0,8887580.0,70657.0,2441516.0,1549192.0,1128123.0,1365403.0,20249404.0,9093959.0,31874265.0,39088564.0,44234698.0,76108963.0,1181579.0,1181579.0,10927406.0,9634327.0,6236093.0,28201531.0,3351657.0,31553188.0,7250000.0,1556368.0,35749407.0,44555775.0,76108963.0
4772,C,17816712.0,11636198.0,6180514.0,547010.0,3414960.0,4323469.0,345970.0,2415174.0,96552.0,-599763.0,255137.0,16957910.0,13012950.0,31090780.0,536502.0,1168217.0,32258997.0,122058.0,758994.0,17982774.0,41012.0,3414524.0,22293335.0,1667544.0,23960879.0,4911543.0,3090062.0,296513.0,8298118.0,32258997.0
4776,C,10987061.0,5512608.0,5474453.0,345074.0,4247672.0,650962.0,227929.0,463458.0,178171.0,51335.0,687652.0,4389131.0,3773977.0,8850760.0,2432563.0,2447963.0,11298723.0,157075.0,157075.0,1565038.0,419526.0,3896553.0,6038192.0,203654.0,6241846.0,150000.0,77760.0,2288912.0,5056877.0,11298723.0
4868,C,7105917.0,4670323.0,2435594.0,2827.0,661105.0,922788.0,55909.0,153314.0,264981.0,397471.0,57217.0,2118487.0,3853149.0,6250892.0,1156314.0,1156314.0,7407206.0,66205.0,66205.0,2230177.0,964796.0,735212.0,3996390.0,1331828.0,5328218.0,373507.0,85414.0,1620067.0,2078988.0,7407206.0
4892,C,346332.0,185279.0,161053.0,167.0,0.0,195865.0,0.0,0.0,0.0,-34645.0,13357.0,70294.0,9347.0,115812.0,115516.0,187738.0,303550.0,58511.0,58511.0,7662.0,45417.0,0.0,111590.0,386050.0,497640.0,285137.0,32571.0,-511798.0,-194090.0,303550.0
4928,C,6218679.0,4904400.0,1314279.0,8782.0,686526.0,181041.0,26537.0,45872.0,139022.0,255161.0,1899534.0,1169680.0,903702.0,4119132.0,935417.0,936960.0,5056092.0,171733.0,171733.0,1186188.0,163989.0,951877.0,2556105.0,285650.0,2841755.0,5000.0,4000.0,2205337.0,2214337.0,5056092.0
5032,C,11975888.0,8916752.0,3059136.0,45730.0,87319.0,1565295.0,2082557.0,0.0,-404021.0,-226284.0,623680.0,2431394.0,627032.0,3706661.0,3347808.0,5981025.0,9687686.0,201247.0,201247.0,1203245.0,261076.0,0.0,1665568.0,290483.0,1956051.0,300000.0,540839.0,6890796.0,7731635.0,9687686.0
5036,C,2919349.0,1478134.0,1441215.0,29934.0,969710.0,295105.0,24644.0,262781.0,-68376.0,-12715.0,128319.0,639981.0,2921235.0,3924062.0,1856930.0,2898753.0,6822815.0,49234.0,49234.0,472481.0,293275.0,76248.0,891238.0,2033229.0,2924467.0,220000.0,21796.0,3656552.0,3898348.0,6822815.0
5132,C,0.0,126487.0,-126487.0,3906.0,132494.0,106.0,43019.0,14219.0,0.0,-312419.0,45.0,0.0,35153.0,85759.0,6622949.0,7273255.0,7359014.0,0.0,0.0,56247.0,5139.0,1500.0,197206.0,3516355.0,3713561.0,1000000.0,0.0,-1351995.0,3645453.0,7359014.0
5156,C,23733637.0,14980484.0,8753153.0,0.0,7181396.0,569128.0,123262.0,827173.0,89057.0,134644.0,2996848.0,2384161.0,4639060.0,10020069.0,7085749.0,7683865.0,17703934.0,325599.0,325599.0,4805169.0,384117.0,2762251.0,8277136.0,2557380.0,10834516.0,1658000.0,505274.0,4706144.0,6869418.0,17703934.0
5188,C,22005396.0,18120082.0,3885314.0,381221.0,1507452.0,1142159.0,360876.0,1013408.0,108381.0,220047.0,405730.0,3263787.0,4555191.0,8891234.0,6734364.0,7324137.0,16215371.0,0.0,0.0,5293417.0,255981.0,252067.0,6671973.0,6393397.0,13065370.0,2572000.0,108854.0,469147.0,3150001.0,16215371.0
5260,C,80309200.0,75094461.0,5214739.0,280417.0,1202104.0,1780260.0,20678.0,1422283.0,704582.0,1052091.0,4611813.0,4968486.0,7803883.0,17626317.0,13088608.0,13112442.0,30738759.0,146170.0,146170.0,7853516.0,15314.0,4810415.0,13213732.0,2921303.0,16135035.0,4100000.0,4142371.0,968468.0,14603724.0,30738759.0
5384,C,26858932.0,16690215.0,10168717.0,112085.0,5813368.0,3596819.0,0.0,472671.0,219934.0,192775.0,650659.0,3502834.0,3345353.0,9464589.0,1737752.0,1907405.0,11371994.0,314557.0,314557.0,3686453.0,502388.0,1883537.0,6386935.0,302841.0,6689776.0,1000000.0,1755707.0,1706511.0,4682218.0,11371994.0
5392,C,23665398.0,19928440.0,3736958.0,506149.0,1146138.0,863661.0,60304.0,918744.0,618317.0,756137.0,1588135.0,5039154.0,5783435.0,12867950.0,9022720.0,9061658.0,21929608.0,194380.0,194380.0,3740102.0,275411.0,6460068.0,10986854.0,174480.0,11161334.0,2300000.0,331047.0,6739031.0,10768274.0,21929608.0
5452,C,101044143.0,75433276.0,25610867.0,218022.0,14007022.0,3586240.0,118011.0,4503911.0,1642631.0,2548190.0,4384266.0,28925433.0,20228083.0,57399371.0,5842329.0,6473873.0,63873244.0,789922.0,789922.0,6932379.0,3808644.0,27828090.0,40393632.0,1231635.0,41625267.0,400000.0,200000.0,21647977.0,22247977.0,63873244.0
5516,C,8418443.0,4896759.0,3521684.0,128495.0,1721820.0,1309660.0,22609.0,444696.0,119916.0,47067.0,219176.0,1936910.0,1068110.0,3311046.0,2578288.0,3581312.0,6892358.0,43034.0,43034.0,1135167.0,217126.0,889002.0,2344997.0,188290.0,2533287.0,500000.0,201737.0,3657334.0,4359071.0,6892358.0
5528,C,6309238.0,4645076.0,1664162.0,13485.0,152461.0,849423.0,50688.0,16026.0,258721.0,355891.0,726943.0,1994585.0,226706.0,2958535.0,2827683.0,2833071.0,5791606.0,67024.0,67024.0,780060.0,243203.0,116667.0,1232222.0,688559.0,1920781.0,1000000.0,533443.0,2337382.0,3870825.0,5791606.0
5584,C,49349908.0,38456345.0,10893563.0,427771.0,3986982.0,2852518.0,638408.0,0.0,1421480.0,2421946.0,1359528.0,13727563.0,8629071.0,24216162.0,17256513.0,17256513.0,41472675.0,261118.0,261118.0,13060436.0,1012738.0,3568761.0,17903053.0,0.0,17903053.0,552000.0,2365556.0,20652066.0,23569622.0,41472675.0
5604,C,9345783.0,5581856.0,3763927.0,114944.0,1281888.0,1396894.0,110324.0,257417.0,223560.0,639158.0,527011.0,2824482.0,513227.0,4109578.0,6755931.0,6800235.0,10909813.0,242076.0,242076.0,1359482.0,287887.0,1459314.0,3348759.0,127454.0,3476213.0,180000.0,231254.0,4616136.0,7433600.0,10909813.0
5692,C,21920698.0,16501745.0,5418953.0,0.0,1949818.0,1221906.0,0.0,472984.0,734379.0,1271152.0,1255634.0,7042478.0,925206.0,9223318.0,4664050.0,4872568.0,14095886.0,286427.0,286427.0,5332147.0,998188.0,2037513.0,8663782.0,155608.0,8819390.0,1058960.0,2735764.0,1271152.0,5276496.0,14095886.0
5716,C,8651906.0,7346252.0,1305654.0,57382.0,279954.0,621721.0,34405.0,185188.0,84861.0,156998.0,129755.0,727940.0,211337.0,1301532.0,2197233.0,2469283.0,3770815.0,0.0,0.0,804864.0,51047.0,1084342.0,1940253.0,326400.0,2266653.0,732857.0,339331.0,431974.0,1504162.0,3770815.0
5724,C,13261105.0,10583157.0,2677948.0,15780.0,295038.0,841938.0,0.0,274911.0,480841.0,892826.0,238706.0,6994061.0,1904119.0,9515450.0,145989.0,3563205.0,13078655.0,144444.0,144444.0,3475688.0,116289.0,2067.0,3738488.0,1700125.0,5438613.0,410684.0,205342.0,7024016.0,7640042.0,13078655.0
5728,C,12342325.0,4505134.0,7837191.0,44427.0,3874791.0,2824438.0,1095474.0,257844.0,160302.0,-284607.0,1326075.0,1906939.0,3629002.0,6879515.0,2029967.0,5081730.0,11961245.0,167242.0,167242.0,2109625.0,380578.0,711200.0,3469453.0,4439228.0,7908681.0,3500000.0,356708.0,149381.0,4052564.0,11961245.0
5752,C,10213204.0,6891900.0,3321304.0,372177.0,357761.0,1521663.0,121091.0,697116.0,303971.0,691879.0,113730.0,1557865.0,3530857.0,5309037.0,810241.0,914718.0,6223755.0,308428.0,308428.0,1507197.0,175864.0,1344894.0,3771838.0,1252739.0,5024577.0,150000.0,75000.0,974178.0,1199178.0,6223755.0
5768,C,11857347.0,9498342.0,2359005.0,106203.0,1544860.0,1191618.0,188500.0,915394.0,-744053.0,-510709.0,3963.0,2668933.0,827799.0,4213310.0,7686404.0,10307664.0,14520974.0,615146.0,615146.0,3084002.0,119448.0,224103.0,4042699.0,5693117.0,9735816.0,1486000.0,296170.0,1689460.0,4785158.0,14520974.0
5784,C,3183852.0,2901259.0,282593.0,100814.0,89063.0,532734.0,0.0,279747.0,14668.0,-414728.0,321.0,752870.0,1249248.0,2047089.0,4452589.0,5041606.0,7088695.0,36468.0,36468.0,162488.0,199857.0,0.0,402418.0,4446696.0,4849114.0,2549800.0,114254.0,-424473.0,2239581.0,7088695.0
5804,C,15992409.0,6638657.0,9353752.0,284902.0,6237733.0,1724125.0,95994.0,789791.0,331244.0,478716.0,2931338.0,984541.0,3714540.0,7630419.0,4682521.0,7032168.0,14662587.0,113125.0,113125.0,4267386.0,684842.0,1954581.0,7064033.0,3180098.0,10244131.0,130000.0,65000.0,4223456.0,4418456.0,14662587.0
5820,C,2681493.0,2396266.0,285227.0,44.0,0.0,193435.0,14602.0,0.0,25487.0,51747.0,329929.0,2207718.0,232173.0,2769820.0,3268491.0,3268491.0,6038311.0,0.0,0.0,4403849.0,0.0,373577.0,4777426.0,0.0,4777426.0,865000.0,151516.0,232435.0,1260885.0,6038311.0
5872,C,5576190.0,4876821.0,699369.0,226739.0,0.0,449160.0,0.0,244169.0,111746.0,121033.0,258063.0,1740632.0,1910530.0,3909225.0,860483.0,928871.0,4838096.0,0.0,0.0,1408681.0,156069.0,50000.0,1701157.0,510784.0,2211941.0,462000.0,60050.0,1891414.0,2626155.0,4838096.0
5992,C,6043604.0,3437812.0,2605792.0,263989.0,1419621.0,1369377.0,6658.0,244267.0,-26779.0,-137222.0,183351.0,452377.0,1299376.0,2111809.0,2149275.0,2813814.0,4925623.0,141717.0,141717.0,514543.0,12419.0,539030.0,1295028.0,1234487.0,2529515.0,1260000.0,227845.0,908263.0,2396108.0,4925623.0
5996,C,13853975.0,7937619.0,5916356.0,227032.0,1853407.0,2827340.0,0.0,303960.0,473749.0,779597.0,1553221.0,4432556.0,2710642.0,9485592.0,7954700.0,8227457.0,17713049.0,251263.0,251263.0,2766428.0,68665.0,196697.0,3283053.0,2993868.0,6276921.0,1200000.0,634609.0,9601519.0,11436128.0,17713049.0
6092,C,6980877.0,4963745.0,2017132.0,498026.0,400099.0,661888.0,42227.0,715494.0,222145.0,474788.0,13504.0,2712752.0,202190.0,3308051.0,14643339.0,14643339.0,17951390.0,353675.0,353675.0,559031.0,158051.0,2910693.0,4034871.0,4427996.0,8462867.0,1500000.0,582908.0,7359646.0,9488523.0,17951390.0
6284,C,6567211.0,4907696.0,1659515.0,0.0,0.0,1315170.0,260416.0,0.0,40376.0,43553.0,1000428.0,562442.0,816898.0,2709366.0,6484646.0,6485883.0,9195249.0,10501.0,10501.0,1440195.0,761322.0,1194870.0,3406888.0,0.0,3406888.0,500000.0,0.0,5288361.0,5788361.0,9195249.0
6308,C,444515277.0,240585578.0,203929699.0,2304076.0,144763695.0,10249459.0,12968912.0,21455942.0,7180004.0,9789428.0,7674796.0,58336988.0,138063765.0,204075549.0,166771587.0,179930356.0,384005905.0,6718694.0,7676349.0,71468074.0,14150812.0,11819366.0,110112219.0,164792419.0,274904638.0,7467751.0,24152654.0,69480862.0,109101267.0,384005905.0
6432,C,24103849.0,20373428.0,3730421.0,481563.0,1847380.0,785160.0,85800.0,780307.0,228077.0,485260.0,771965.0,6573869.0,2248079.0,10908529.0,6805158.0,8203721.0,19112250.0,523139.0,571151.0,4172705.0,329497.0,512903.0,5586256.0,3149733.0,8735989.0,6969819.0,0.0,123950.0,10376261.0,19112250.0
6484,C,13953552.0,9835415.0,4118137.0,196834.0,1663313.0,911381.0,109276.0,80306.0,744859.0,809123.0,775449.0,2159944.0,5364332.0,8303754.0,1757761.0,1788267.0,10092021.0,109910.0,109910.0,465287.0,197774.0,283164.0,1069651.0,640673.0,1710324.0,562900.0,300128.0,7518669.0,8381697.0,10092021.0
6540,C,151116141.0,124008591.0,27107550.0,527570.0,12020112.0,4403401.0,1057213.0,6045495.0,1325501.0,2783398.0,3145092.0,22743486.0,16818978.0,48237791.0,39542077.0,39740427.0,87978218.0,994922.0,994922.0,25328178.0,8916659.0,5915213.0,41216221.0,33997908.0,75214129.0,1000000.0,500000.0,9263844.0,12764089.0,87978218.0
6548,C,17850214.0,14815738.0,3034476.0,945167.0,1445724.0,850683.0,53976.0,638061.0,178419.0,983884.0,126693.0,4789912.0,1320153.0,6371981.0,4688822.0,5650598.0,12022579.0,100517.0,100517.0,2920807.0,481453.0,220315.0,3735328.0,3107640.0,6842968.0,500000.0,250000.0,4216169.0,5179611.0,12022579.0
6648,C,21787430.0,13730782.0,8056648.0,293782.0,3539366.0,1978632.0,101460.0,1943852.0,711768.0,760695.0,857560.0,5777898.0,19095883.0,25872102.0,10008365.0,11938492.0,37810594.0,212123.0,212123.0,9137074.0,609843.0,4781361.0,14751963.0,9145275.0,23897238.0,8000000.0,1098767.0,4814589.0,13913356.0,37810594.0
6668,C,109631408.0,55985160.0,53646248.0,1443359.0,40408118.0,6077528.0,4362464.0,0.0,1790898.0,2450599.0,13474182.0,39522045.0,10183529.0,64604765.0,9656531.0,19573240.0,84178005.0,0.0,0.0,48226746.0,5934180.0,0.0,56868462.0,1303690.0,58172152.0,150000.0,350095.0,12075758.0,26005853.0,84178005.0
6740,C,1971855.0,2066904.0,-95049.0,0.0,23569.0,145586.0,73391.0,47213.0,29327.0,-414135.0,48656.0,69811.0,165341.0,283808.0,3932386.0,4007910.0,4291718.0,0.0,0.0,259775.0,0.0,0.0,259775.0,1356572.0,1616347.0,1000000.0,0.0,-889476.0,2675371.0,4291718.0
6784,C,44434501.0,33320764.0,11113737.0,341853.0,4325298.0,2212613.0,4590749.0,0.0,0.0,326930.0,229794.0,6519845.0,2741409.0,11659207.0,8509570.0,9006767.0,20665974.0,310812.0,310812.0,3328055.0,91313.0,2999071.0,6729251.0,2289082.0,9018333.0,2000000.0,478512.0,9169129.0,11647641.0,20665974.0
6928,C,11393365.0,7612032.0,3781333.0,247435.0,791520.0,706115.0,332036.0,68720.0,760611.0,1375599.0,356048.0,3617064.0,1511706.0,5494649.0,1646035.0,2545087.0,8039736.0,0.0,0.0,2401457.0,293621.0,162712.0,2982114.0,1339801.0,4321915.0,200000.0,1913720.0,1604101.0,3717821.0,8039736.0
7148,C,6163970.0,4298874.0,1865096.0,0.0,351252.0,1311966.0,7348.0,560669.0,94440.0,218313.0,209166.0,3572830.0,3199510.0,6981506.0,3961589.0,6749446.0,13730952.0,206943.0,206943.0,993965.0,129453.0,2237070.0,3567431.0,2837120.0,6404551.0,1000000.0,526198.0,5800203.0,7326401.0,13730952.0
7284,C,6945112.0,4451408.0,2493704.0,15631.0,407543.0,914949.0,583254.0,417027.0,54518.0,132044.0,91782.0,1759905.0,889050.0,3060726.0,5726782.0,6394474.0,9455200.0,220336.0,220336.0,1206981.0,196322.0,983071.0,2656659.0,1474606.0,4131265.0,600000.0,171194.0,4552741.0,5323935.0,9455200.0
7292,C,6663737.0,5398654.0,1265083.0,92050.0,184266.0,404079.0,16883.0,0.0,281494.0,481271.0,183924.0,1959426.0,1469814.0,3613164.0,2729508.0,2766317.0,6379481.0,0.0,0.0,47181.0,122614.0,0.0,176415.0,426431.0,602846.0,84000.0,3364490.0,2328145.0,5776635.0,6379481.0
7364,C,40589011.0,30150145.0,10438866.0,377735.0,3910172.0,1093183.0,49775.0,1833256.0,1351093.0,2743129.0,1211104.0,15381961.0,3307635.0,22816880.0,32938253.0,32938253.0,55755133.0,91990.0,91990.0,3918966.0,2033952.0,5541909.0,11586817.0,20268942.0,31855759.0,3021730.0,531253.0,10494940.0,23899374.0,55755133.0
7668,C,22476335.0,11935971.0,10540364.0,143198.0,8559217.0,1171044.0,179898.0,1206123.0,57818.0,-132800.0,1164192.0,4495343.0,5880291.0,11574158.0,3523908.0,4418587.0,15992745.0,445243.0,556450.0,3006947.0,1237308.0,1667559.0,6570373.0,5889340.0,12459713.0,1060000.0,231130.0,1685702.0,3533032.0,15992745.0
7696,C,6123659.0,4529830.0,1593829.0,109448.0,335381.0,951925.0,25711.0,38125.0,109495.0,248675.0,40604.0,3350350.0,789823.0,9042311.0,328123.0,338698.0,9381009.0,275191.0,275191.0,1081738.0,451190.0,26862.0,1836756.0,0.0,1836756.0,200000.0,108174.0,7236079.0,7544253.0,9381009.0
7720,C,9609498.0,8690750.0,918748.0,49554.0,625451.0,538450.0,2439.0,256113.0,81124.0,-302856.0,943130.0,3613371.0,1067718.0,5624219.0,2244983.0,2376322.0,8000541.0,23464.0,23464.0,651224.0,239553.0,4116.0,918357.0,53480.0,971837.0,365000.0,182500.0,6481204.0,7028704.0,8000541.0
7768,C,7592039.0,5397391.0,2194648.0,92254.0,615543.0,595718.0,192778.0,203222.0,286138.0,393503.0,1336839.0,610056.0,2390768.0,4523434.0,4544640.0,4627363.0,9150797.0,21431.0,21431.0,917975.0,288074.0,61038.0,1702729.0,921146.0,2623875.0,2000000.0,327169.0,4020441.0,6526922.0,9150797.0
7780,C,95426930.0,69228109.0,26198821.0,2420512.0,10792689.0,6297432.0,137641.0,5114604.0,1847787.0,5235679.0,2070411.0,15826844.0,11808569.0,32489119.0,20488645.0,26951950.0,59441069.0,1179228.0,1179228.0,7570933.0,2017640.0,3408456.0,14219779.0,26799125.0,41018904.0,3011000.0,1505817.0,5254374.0,18422165.0,59441069.0
7840,C,2698594.0,1830591.0,868003.0,442655.0,362333.0,641695.0,253199.0,58201.0,36472.0,-37036.0,253666.0,589391.0,209203.0,1409226.0,8843240.0,9401384.0,10810610.0,80857.0,80857.0,516729.0,18863.0,327230.0,946151.0,0.0,946151.0,950000.0,356218.0,-37036.0,9864459.0,10810610.0
7856,C,74649530.0,56270145.0,18379385.0,542042.0,7407967.0,5345298.0,1355748.0,3404257.0,607866.0,800291.0,2924810.0,7521850.0,18991479.0,29831885.0,17722937.0,18513329.0,48345214.0,378939.0,378939.0,539380.0,813429.0,23854938.0,28845781.0,5623998.0,34469779.0,520000.0,6809390.0,6546045.0,13875435.0,48345214.0
7924,C,19846846.0,13441826.0,6405020.0,1292177.0,2106598.0,2307893.0,544851.0,1061501.0,531865.0,1322578.0,898780.0,5744107.0,6204948.0,13814371.0,21249332.0,33112250.0,46926621.0,840612.0,1770040.0,12149192.0,943904.0,2157301.0,17020437.0,15897384.0,32917821.0,1500000.0,1015991.0,8284741.0,14008800.0,46926621.0
7952,C,17394671.0,11502506.0,5892165.0,1038910.0,1055616.0,2096086.0,264412.0,1072143.0,848042.0,1594776.0,461178.0,4859797.0,4858168.0,10483835.0,15717742.0,15750816.0,26234651.0,269004.0,269004.0,3712257.0,115679.0,1995948.0,6092888.0,6131870.0,12224758.0,2900000.0,807797.0,10302096.0,14009893.0,26234651.0
8032,C,12118334.0,8765241.0,3353093.0,2928.0,1842416.0,836864.0,35691.0,559146.0,75922.0,28209.0,88349.0,3616643.0,1452194.0,5519234.0,2886304.0,2886304.0,8405538.0,278636.0,278636.0,2230376.0,173159.0,1597145.0,4279316.0,1640869.0,5920185.0,900000.0,270837.0,1314516.0,2485353.0,8405538.0
8040,C,20236816.0,14162970.0,6073846.0,127356.0,4788295.0,1350707.0,32300.0,240000.0,5959.0,-198953.0,141679.0,1643603.0,609633.0,2985937.0,1940265.0,2706065.0,5692002.0,362771.0,362771.0,2521351.0,16624.0,485428.0,3431454.0,1507610.0,4939064.0,942182.0,59969.0,-507519.0,752938.0,5692002.0
8064,C,75185639.0,66279149.0,8906490.0,702561.0,4849858.0,1737939.0,461533.0,746213.0,716484.0,1454681.0,4763337.0,6696216.0,10363252.0,24371798.0,6080566.0,6365416.0,30737214.0,342720.0,342720.0,3450016.0,660400.0,15895937.0,20349073.0,361830.0,20710903.0,1150000.0,679121.0,8197190.0,10026311.0,30737214.0
8068,C,13141645.0,10185795.0,2955850.0,128059.0,734304.0,1422490.0,5832.0,57203.0,375950.0,855347.0,959289.0,5001746.0,3085164.0,9046199.0,4536884.0,4536884.0,13583083.0,95139.0,95139.0,1638813.0,231039.0,0.0,2077344.0,833770.0,2911114.0,5572.0,5572.0,216314.0,10671969.0,13583083.0
8116,C,12336658.0,8658442.0,3678216.0,135915.0,2074134.0,1075131.0,8988.0,248920.0,163991.0,375247.0,11822.0,1917476.0,1352673.0,3709046.0,2698613.0,2845381.0,6554427.0,101958.0,101958.0,2918107.0,166819.0,90102.0,3290501.0,667474.0,3957975.0,511957.0,52307.0,1530250.0,2596452.0,6554427.0
8152,C,20627322.0,17776446.0,2850876.0,5966780.0,693183.0,1747954.0,651298.0,1437617.0,989733.0,3771441.0,2707222.0,2719382.0,7820198.0,13246802.0,13636480.0,13873687.0,27120489.0,201094.0,201094.0,12015434.0,246321.0,1954481.0,14465321.0,297000.0,14762321.0,2500000.0,1587328.0,3771441.0,12358168.0,27120489.0
8240,C,6618226.0,3196659.0,3421567.0,365930.0,993469.0,2006947.0,0.0,11354.0,367499.0,535486.0,756116.0,2629799.0,0.0,7727603.0,7283615.0,7283615.0,15011218.0,228467.0,229093.0,3380333.0,621657.0,0.0,4231083.0,0.0,4231083.0,500000.0,92003.0,10188132.0,10780135.0,15011218.0
8360,C,53634505.0,47794526.0,5839979.0,876875.0,9948600.0,2276240.0,662968.0,1065503.0,-805684.0,-6387982.0,566892.0,7060714.0,30046660.0,39231264.0,25411005.0,26593704.0,65824968.0,219837.0,219837.0,2575869.0,2530523.0,6757457.0,12943743.0,47452086.0,60395829.0,12000000.0,0.0,-6570861.0,5429139.0,65824968.0
8380,C,16103903.0,6165761.0,9938142.0,292581.0,5089969.0,2147751.0,386878.0,92314.0,626013.0,2029130.0,1711467.0,1469282.0,6786798.0,10086083.0,7205070.0,7334227.0,17420310.0,410873.0,410873.0,4061846.0,25615.0,734815.0,5350780.0,1260439.0,6611219.0,1220000.0,4846112.0,3445743.0,10809091.0,17420310.0
8528,C,61083980.0,51359106.0,9724874.0,53180.0,5298942.0,2413529.0,89084.0,1619201.0,210240.0,147058.0,927788.0,6074566.0,3081962.0,10194259.0,14590554.0,14595840.0,24790099.0,371225.0,371225.0,6794681.0,22065.0,1462958.0,8762860.0,7615486.0,16378346.0,1686000.0,109063.0,6616690.0,8411753.0,24790099.0
8832,C,15905961.0,13667088.0,2238873.0,127776.0,683642.0,1042132.0,38338.0,289888.0,0.0,312649.0,978948.0,4874531.0,1345487.0,7397744.0,2288566.0,2580734.0,9978478.0,63834.0,63834.0,2056481.0,172762.0,2281332.0,4574409.0,89007.0,4663416.0,1133230.0,136703.0,4045129.0,5315062.0,9978478.0
8896,C,12565887.0,10247717.0,2318170.0,92976.0,982918.0,793879.0,46144.0,316292.0,128145.0,166815.0,280065.0,313002.0,880428.0,1632588.0,1647300.0,1647300.0,3279888.0,187968.0,187968.0,1057225.0,209472.0,7022.0,1461687.0,713313.0,2175000.0,60000.0,36350.0,1008538.0,1104888.0,3279888.0
8900,C,13588394.0,7727790.0,5860604.0,80930.0,1892817.0,1613392.0,81602.0,567748.0,1072815.0,1404236.0,999110.0,4708058.0,2163202.0,8277458.0,4440567.0,4440567.0,12718025.0,199254.0,199254.0,2398161.0,322879.0,1710578.0,4699549.0,758174.0,5457723.0,795000.0,433820.0,6031482.0,7260302.0,12718025.0
