Código,País,Enero - Diciembre 1980,,Enero - Diciembre 1981,,Enero - Diciembre 1982,,Enero - Diciembre 1983,,Enero - Diciembre 1984,,Enero - Diciembre 1985,,Enero - Diciembre 1986,,Enero - Diciembre 1987,,Enero - Diciembre 1988,,Enero - Diciembre 1989,,Enero - Diciembre 1990,,Enero - Diciembre 1991,,Enero - Diciembre 1992,,Enero - Diciembre 1993,,Enero - Diciembre 1994,,Enero - Diciembre 1995,,Enero - Diciembre 1996,,Enero - Diciembre 1997,,Enero - Diciembre 1998,,Enero - Diciembre 1999,,Enero - Diciembre 2000,,,,,Enero - Diciembre 2001,,,,,Enero - Diciembre 2002,,,,,Enero - Diciembre 2003,,,,,Enero - Diciembre 2004,,,,,Enero - Diciembre 2005,,,,,Enero - Diciembre 2006,,,,,Enero - Diciembre 2007,,,,,Enero - Diciembre 2008,,,,,Enero - Diciembre 2009,,,,,Enero - Diciembre 2010,,,,,Enero - Diciembre 2011,,,,,Enero - Diciembre 2012,,,,,Enero - Diciembre 2013,,,,,Enero - Diciembre 2014,,,,,Enero - Diciembre 2015,,,,,Enero - Diciembre 2016,,,,,Enero - Diciembre 2017,,,,,Enero - Diciembre 2018,,,,,Enero-diciembre2019,,,,,Enero-diciembre2020,,,,,Enero-diciembre2021,,,,Enero - diciembre 2022,,,,Enero - diciembre 2023,,,,Enero - mayo 2024,,,
59,Argelia,0,,"6,350",,0,,"5,208",,0,,"75,584",,0,,0,,"51,575",,"212,015",,"113,549",,"3,970",,"11,713",,"6,392",,"102,293",,"28,210",,0,,"1,126",,"194,023",,"9,650",,"33,027","70,263,457","31,189","21,678",,"73,927","170,509,071","69,348","36,555",,"43,753","107,201,252","42,570","8,568",,"2,541",0,0,0,,49,"125,019",46,4,,"1,246","2,915,765","1,073",9,,"6,665","15,319,095","4,650","1,988",,"356,068","750,477,032","245,682","693,122",,"14,703","26,215,057","12,785","1,200",,"26,749","57,904,370","22,597","4,022",,"74,793","136,204,317","72,493",910,,"24,585","44,434,055","23,288","5,041",,"25,659,725","45,545,250,976","23,930,717","27,271,290",,"49,664","89,255,631","36,882","137,883",,"12,636","23,615,671","12,350",5,,"17,243,091","43,003,852,456","16,489,964","31,941,292",,"1,283","4,321,335",999,27,,"23,634","69,508,043","21,163","20,000",,"17,353,027","51,175,195,135","15,160,772","56,486,094",,"18,726,875","61,143,346,735","16,919,184","60,690,835",,"23,752,229","87,970,469,183","20,799,046","88,744,159",,"1,805,401","6,214,493,490","1,529,392","5,884,306","56,353,868","231,590,469,967","46,857,213","233,459,486","124,852,017","548,053,449,331","109,669,374","466,225,167","51,329,798","201,575,241,634","44,877,432","229,668,905"
63,Argentina,"43,653,892",,"46,943,280",,"78,804,156",,"61,232,937",,"68,100,792",,"117,061,160",,"100,860,839",,"70,842,763",,"100,318,634",,"193,647,270",,"148,583,514",,"152,980,300",,"202,171,157",,"232,003,681",,"204,654,230",,"241,056,650",,"208,776,693",,"207,634,457",,"222,029,118",,"122,930,337",,"147,776,674","306,378,382,605","132,709,465","279,957,760",,"202,474,760","466,014,809,352","182,377,052","427,747,326",,"210,838,838","520,025,063,210","187,863,095","521,285,788",,"336,963,553","739,849,960,694","226,352,197","705,798,616",,"322,000,208","848,216,583,748","281,941,807","511,806,660",,"411,711,411","954,897,805,049","359,025,538","684,838,243",,"585,827,653","1,385,501,030,008","515,280,975","1,328,919,945",,"712,279,812","1,482,530,609,241","627,474,600","1,076,168,074",,"920,378,061","1,822,789,236,852","793,790,931","1,355,126,985",,"1,042,724,086","2,245,921,150,832","938,616,257","2,323,619,496",,"1,509,263,035","2,856,257,620,742","1,328,854,360","3,867,990,923",,"1,871,900,185","3,432,865,331,680","1,706,125,364","3,760,914,569",,"2,396,302,500","4,300,762,371,909","2,183,918,745","5,033,275,964",,"1,733,545,068","3,216,582,011,129","1,591,536,816","3,507,292,504",,"1,009,333,628","1,980,696,290,519","936,561,449","1,016,963,980",,"501,487,660","1,374,924,560,456","472,254,447","295,525,377",,"510,921,271","1,539,339,354,491","483,758,273","639,205,643",,"551,332,755","1,627,365,730,284","520,950,975","614,190,354",,"732,075,974","2,167,333,018,162","693,063,160","749,991,311",,"1,007,090,990","3,327,018,156,790","929,180,376","1,740,784,305",,"724,462,225","2,656,578,786,122","672,210,008","1,140,550,193",,"1,300,385,790","4,920,183,223,843","1,167,583,528","1,906,198,543","1,640,514,704","7,083,588,935,417","1,511,352,421","1,980,451,208","1,410,647,145","6,149,617,185,140","1,312,703,004","1,474,356,946","433,171,575","1,689,177,799,722","400,496,725","518,016,108"
69,Australia,"1,267,052",,"1,751,601",,"1,745,128",,"1,434,512",,"1,524,942",,"721,263",,"12,947,103",,"11,363,708",,"12,872,140",,"15,864,607",,"20,333,127",,"4,362,048",,"5,376,978",,"18,245,310",,"55,990,651",,"16,175,519",,"29,503,165",,"64,961,154",,"19,362,965",,"19,460,737",,"16,097,731","32,993,726,453","14,187,536","39,382,983",,"20,000,199","45,972,113,680","17,448,983","59,910,821",,"21,354,557","56,287,844,115","18,957,752","89,952,205",,"47,004,725","137,797,487,081","42,122,659","226,262,578",,"30,399,775","80,036,107,170","24,819,303","101,257,906",,"22,258,949","51,940,109,428","19,817,159","30,442,869",,"24,484,547","58,097,201,086","21,331,071","36,130,361",,"27,261,459","56,227,030,770","24,273,593","32,535,288",,"51,473,158","98,381,152,550","42,881,293","70,607,637",,"53,436,209","123,092,342,398","49,852,429","9,557,288",,"35,918,884","68,230,990,795","34,459,201","2,420,772",,"53,685,869","98,788,583,538","49,601,215","40,779,270",,"53,435,339","96,280,160,823","50,936,691","6,179,840",,"63,858,399","119,485,217,166","60,159,968","30,692,834",,"44,341,620","89,264,884,146","42,611,934","3,957,912",,"44,648,386","122,488,381,323","42,580,753","8,266,764",,"45,476,079","137,843,176,849","43,275,874","11,453,810",,"43,398,091","127,816,614,461","41,637,440","7,135,991",,"50,233,085","150,394,381,720","48,448,033","3,929,305",,"42,232,637","138,051,140,030","40,522,840","3,864,559",,"34,039,988","124,231,462,032","32,643,154","3,288,523",,"37,796,298","141,217,138,401","35,747,843","4,301,667","47,836,468","201,589,568,141","44,285,198","5,411,173","50,887,327","221,447,522,316","48,639,509","2,685,961","19,306,999","75,381,225,253","18,473,068","1,338,303"
72,Austria,"11,267,623",,"13,604,493",,"12,562,820",,"16,367,966",,"10,966,625",,"11,449,907",,"13,570,661",,"11,779,211",,"15,417,679",,"14,486,395",,"19,161,476",,"17,902,654",,"16,825,274",,"25,180,916",,"28,039,367",,"27,821,383",,"25,002,964",,"29,261,644",,"27,996,751",,"20,656,296",,"27,134,010","56,379,973,326","25,520,155","7,642,186",,"28,275,942","64,949,787,993","26,786,977","6,007,606",,"33,532,157","83,134,452,367","31,886,870","7,628,783",,"14,519,290","123,232,282,006","40,796,314","10,981,087",,"47,387,169","124,793,692,293","45,315,825","10,630,300",,"58,765,048","136,422,659,974","55,595,011","17,009,449",,"104,822,159","246,124,031,586","99,288,274","20,377,990",,"107,515,220","222,877,109,928","101,987,438","25,682,336",,"133,574,920","265,530,676,929","127,014,017","25,158,979",,"98,656,975","212,395,306,629","94,917,047","15,357,632",,"120,285,024","227,795,102,779","115,535,227","23,079,708",,"162,914,134","300,564,516,463","156,540,178","20,809,278",,"161,909,379","290,734,424,231","154,575,216","24,808,895",,"183,097,119","342,177,084,420","174,954,479","22,193,660",,"181,156,856","359,687,764,122","173,086,089","27,900,034",,"175,247,996","468,175,228,405","168,094,972","25,116,646",,"141,544,079","432,230,951,778","135,479,263","27,711,817",,"171,529,324","507,107,332,994","164,719,213","34,648,771",,"149,855,138","443,836,213,913","143,339,720","31,344,404",,"152,961,257","502,467,911,673","146,714,942","30,034,205",,"116,984,229","429,047,957,951","111,400,053","23,046,168",,"150,298,078","562,612,731,217","141,275,996","32,038,547","165,490,764","708,469,344,132","152,799,145","32,360,136","179,373,368","774,020,362,121","170,397,182","20,784,985","85,055,799","332,553,113,973","81,495,147","12,404,729"
74,Azerbaiyán,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"585,049",,"85,542",,"2,684",,0,,0,,"8,148",,"44,031","95,223,339","39,713","25,388",,"10,909","25,946,075","10,615","2,992",,0,0,0,0,,0,"569,813",196,5,,"287,807","761,822,701","270,212","122,483",,"8,036","18,926,089","2,964",923,,"6,858","16,086,191","1,800",633,,"24,774","53,412,442","2,846","3,128",,"36,133","82,699,796","12,105","5,070",,"8,955","17,536,979","7,000","1,980",,"73,930","145,573,179","69,584","27,216",,"27,638","51,355,440","17,310","8,473",,0,0,0,0,,"7,144","13,832,389","6,813",86,,"15,620","30,355,971","6,120","5,603",,"22,073","57,031,252","15,064","6,323",,"10,644","30,652,748","6,500","3,132",,0,0,0,0,,"42,168","118,943,364","31,533","6,692",,"6,549","21,593,010","4,606",502,,"41,378","156,912,156","27,627","1,629",,"423,271","1,597,105,212","376,258","229,650","8,321","36,129,086","2,710",607,"99,688","399,103,750","77,875","83,992",0,0,0,0
77,Bahamas,"9,089,897",,"107,713,699",,"95,558,836",,"688,804",,"1,068,545",,"704,439",,"536,536",,"568,184",,"451,462",,"237,731",,"186,794",,"84,645",,"281,197",,"356,336",,"288,247",,"858,416",,"1,787,090",,"110,703",,"235,684",,"448,685",,"8,862","18,244,916","8,503",686,,"123,000","283,905,435","110,690","490,780",,"100,404","262,373,772","94,163","73,125",,"7,647,831","939,058,969","282,383","2,579,145",,"4,669","12,161,871","3,415","3,116",,"33,056","77,684,432","29,996","24,306",,"3,274","7,738,815","2,823",234,,"546,679","1,075,287,280","493,019","1,288,231",,"307,738","611,358,977","283,424","99,314",,"136,995","280,571,039","128,450","48,019",,"60,140","111,242,255","58,297","29,005",,"28,464","52,942,539","20,888","21,936",,88,"156,835",82,35,,"39,762,289","75,210,625,716","39,110,036","36,318,363",,"43,071,053","84,552,917,072","42,316,586","42,246,005",,"2,196,567","5,242,095,894","1,719,598","2,924,013",,"11,605,782","34,222,252,904","11,370,281","23,301,909",,"4,704","13,637,286","4,595",11,,"7,462","21,533,177","7,218",810,,"13,496,276","43,100,547,089","12,640,384","20,271,820",,"7,563,418","29,051,618,213","7,052,377","14,384,273",,48,"170,970",48,0,"18,569,385","70,291,241,813","17,913,633","17,106,917","16,245,797","66,237,077,322","15,437,813","17,021,765",180,"708,415",150,55
80,Bahrein,0,,0,,0,,0,,0,,0,,0,,0,,0,,"34,779",,0,,"18,128",,"36,623",,"60,498",,772,,0,,"16,810",,"83,218",,"254,876",,"3,844,129",,"4,385,683","9,077,923,951","4,098,661","1,799,188",,"2,401,710","5,461,792,562","2,236,220","1,165,833",,"2,605,668","6,518,295,250","2,413,913","1,216,953",,"721,168","2,490,855,810","810,239","407,135",,"1,481,042","3,912,638,227","1,381,002","622,128",,"192,142","453,376,543","180,328","76,586",,"3,051,987","7,335,557,740","2,898,245","911,208",,"2,182,972","4,566,825,764","2,093,290","615,541",,"120,936","218,936,494","111,945","22,033",,"562,922","1,261,475,832","532,378","116,220",,"113,309","222,829,478","102,858","25,275",,"306,917","555,599,215","279,255","123,083",,"48,627","88,384,764","45,606","2,230",,"69,122","128,902,758","64,413","6,199",,"1,005,062","1,880,024,284","959,480","432,960",,"7,444,305","20,152,893,410","7,185,685","2,741,964",,"5,123,026","15,308,271,452","4,953,681","2,414,728",,"16,956,983","50,200,786,578","16,536,479","7,365,945",,"17,377,823","51,713,422,111","16,992,288","6,939,940",,"15,600,633","51,289,852,238","15,203,380","6,883,854",,"21,574,410","79,317,763,385","20,999,910","10,291,315",,"35,026,286","131,705,307,871","33,718,317","13,825,624","48,082,181","205,382,170,606","43,852,606","17,460,048","58,648,087","254,434,079,149","55,497,596","22,014,315","8,214,548","32,156,396,018","7,882,577","3,845,331"
81,Bangla Desh,0,,0,,0,,"3,686",,0,,"115,065",,"35,746",,0,,0,,0,,0,,0,,"41,115",,"33,136",,"296,809",,"112,434",,"38,944",,"386,926",,"360,545",,"199,512",,"361,756","752,756,761","298,205","226,306",,"302,347","698,249,972","244,083","243,064",,"357,661","898,130,855","298,381","347,154",,"243,056","661,278,328","201,907","193,311",,"414,316","1,089,056,029","360,539","263,520",,"482,793","1,119,092,973","432,850","181,873",,"1,008,871","2,376,252,591","937,609","167,992",,"2,352,116","4,877,487,477","2,148,226","1,408,414",,"3,498,793","7,149,662,776","3,194,412","880,871",,"4,296,641","9,234,834,704","4,016,414","1,039,055",,"6,121,474","11,439,276,425","5,815,032","385,671",,"14,468,752","26,844,650,218","13,902,017","486,027",,"21,701,480","39,081,007,978","20,756,210","731,526",,"32,033,985","59,950,645,864","30,314,991","1,322,056",,"34,685,443","69,376,747,713","33,000,145","1,319,426",,"32,404,236","89,346,412,219","30,584,257","1,379,112",,"36,292,636","110,777,478,590","34,520,181","1,632,357",,"54,333,441","160,746,352,700","51,438,692","2,513,948",,"78,987,280","234,184,161,123","74,143,694","3,975,115",,"85,027,884","280,425,347,209","80,557,247","4,288,315",,"54,512,840","197,341,364,302","51,525,562","2,828,182",,"87,531,573","329,853,614,054","81,691,746","4,146,925","117,062,016","504,218,209,903","109,132,228","5,543,627","104,245,172","448,909,645,856","98,907,897","4,570,784","37,451,885","145,893,433,546","35,550,735","1,533,502"
83,Barbados,"28,966",,0,,0,,"238,381",,"96,258",,0,,"5,872",,"299,414",,0,,0,,0,,0,,"261,186",,"218,180",,"2,246",,"60,720",,"46,996",,"342,224",,"39,480",,"7,094",,"55,728","114,031,015","49,047","75,523",,"85,938","197,309,167","76,943","26,551",,"451,285","1,197,758,719","408,902","990,128",,"163,699","320,032,391","100,328","29,513",,"295,591","779,535,326","272,902","85,931",,"14,967,803","35,339,234,909","14,401,858","32,041,814",,"135,153","320,296,022","127,653","32,853",,"64,849","136,810,450","57,878","18,331",,"2,019,770","4,472,392,517","1,816,632","1,461,895",,"3,302,551","6,506,774,703","3,062,631","3,669,551",,"6,684,623","12,335,004,888","6,358,613","2,529,074",,"17,922,070","33,757,745,110","17,200,309","11,112,934",,"9,494,801","17,044,022,554","9,019,277","5,579,218",,"1,987,011","3,633,341,020","1,780,541","909,850",,"3,769,173","7,574,550,248","3,553,921","1,036,796",,"424,158","1,144,722,750","399,824","240,046",,"335,361","1,021,455,447","326,496","25,666",,"245,536","723,948,266","237,136","13,612",,"165,675","479,723,395","150,021","170,402",,"774,555","2,492,209,453","674,467","2,002,717",,"137,316","506,860,918","128,862","62,493",,"41,117","150,523,226","37,311","10,392","681,422","2,634,488,741","576,951","887,921","867,987","3,552,653,273","831,072","2,000,198",434,"1,664,781",35,135
87,Bélgica,"40,701,971",,"41,470,363",,"48,321,364",,"30,510,086",,"33,804,646",,"31,333,383",,"25,814,230",,"30,011,656",,"42,807,875",,"45,013,794",,"47,639,775",,"34,304,230",,"68,749,581",,"55,154,790",,"66,459,688",,"105,628,890",,"88,429,616",,"105,158,220",,"84,847,952",,"73,449,390",,"72,724,282","152,038,607,525","67,966,786","33,242,501",,"64,294,200","147,884,984,832","59,595,250","33,497,467",,"81,237,852","202,195,373,965","76,721,703","29,160,343",,"269,292,081","255,758,407,289","83,670,407","32,805,667",,"94,494,167","247,765,659,632","88,976,312","32,267,591",,"93,574,103","217,195,071,507","87,891,396","33,954,168",,"124,026,500","292,439,917,588","116,790,417","39,827,194",,"131,748,328","273,023,206,453","124,198,939","35,654,014",,"137,346,463","269,651,578,996","129,076,795","30,739,261",,"160,507,512","343,888,012,269","152,011,191","38,329,706",,"161,744,705","306,073,966,431","154,886,868","35,851,484",,"223,386,401","413,785,568,915","213,414,657","52,855,466",,"301,371,698","541,545,687,486","289,306,571","60,040,972",,"294,813,227","550,151,535,536","280,522,133","93,053,420",,"260,326,910","518,947,312,151","249,363,963","69,678,154",,"223,646,159","608,191,117,272","213,736,770","95,243,540",,"201,877,490","611,111,348,846","193,428,392","81,913,104",,"239,233,640","707,959,916,280","230,849,591","91,834,913",,"262,942,750","774,460,419,282","251,969,604","121,012,232",,"286,461,803","942,217,661,386","272,817,972","133,516,367",,"235,742,185","865,709,933,000","222,962,711","129,938,507",,"434,782,212","1,623,239,605,655","410,260,837","244,281,142","643,954,924","2,631,742,278,166","602,695,779","290,577,067","580,204,939","2,532,687,598,417","550,455,677","364,413,373","250,500,097","973,672,394,279","240,192,110","170,328,827"
88,Belice,"89,344",,0,,0,,"3,869",,0,,"23,992",,"224,362",,"6,454",,"28,435",,0,,0,,0,,"4,583",,135,,"30,305",,"24,032",,"96,944",,"52,222",,"5,431",,751,,"23,034","49,936,876","20,317","42,999",,"1,502","3,348,229","1,334",20,,"5,031","11,407,289","4,817",600,,"13,612","319,512,171","103,894","3,130",,694,"1,898,829",576,15,,"4,313","10,107,419","4,110",21,,323,"767,909",237,104,,"6,566,095","14,167,950,280","6,440,541","10,809,972",,"11,786","22,644,830","10,885",198,,"35,741","77,005,971","30,810","4,793",,"10,174","19,394,308","7,293","1,688",,"19,166","36,663,206","15,353","5,526",,"3,718","6,719,475","3,463",20,,"169,620","321,777,660","154,093","31,535",,"23,925","48,716,339","17,854","7,698",,"228,192","653,359,362","215,146","114,638",,"2,100","6,107,533","2,088",53,,"155,730","449,430,908","148,708","27,172",,"203,966","625,343,993","194,058","32,178",,"487,590","1,672,730,287","468,591","93,258",,"403,549","1,527,166,571","397,347","49,768",,"331,723","1,240,300,639","326,631","40,189","83,139","334,469,317","66,500","8,044","25,142","105,528,035","22,095","6,449","2,789","10,812,432","2,525",91
90,Bermuda,"6,313,860",,0,,"2,684",,0,,0,,0,,"47,010",,"39,535",,"312,786",,"413,020",,"114,512",,"58,792",,"335,330",,0,,"42,500",,"47,293",,"30,187",,"15,619",,"282,756",,"1,396",,"192,802","384,950,734","176,022","178,524",,"17,222","40,079,900","14,405","5,293",,"53,221","140,685,394","47,959","57,780",,0,"3,511,536,116","1,190,087","3,127",,"486,931","1,310,631,538","478,212","1,303",,"3,283","7,474,770","3,005",140,,0,0,0,0,,0,0,0,0,,"1,310,683","2,776,432,292","1,129,635","4,500,000",,"1,689","3,801,934",988,"2,084",,"3,391,910","6,250,180,442","3,162,503","6,599,492",,"2,716,783","4,807,238,069","2,317,327","8,275,000",,"35,085","63,357,631","28,099","4,769",,"209,931","382,679,011","193,540","50,652",,"549,595","1,132,561,180","429,770","95,990",,"11,609","29,470,306","10,335","2,750",,80,"259,808",50,0,,"1,542","4,630,744","1,370",870,,"20,020","56,979,284","19,000","15,444",,690,"2,207,746",160,770,,"1,792","6,112,019","1,720",123,,0,0,0,0,320,"1,296,889",305,4,268,"1,331,969",261,2,917,"3,577,936",886,1
91,Belarusia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"5,458,139",,"3,075,331",,"3,705,193",,"4,676,153",,"382,580",,"37,465",,"200,184",,"64,479",,"584,211",,"2,626,613","5,703,351,082","2,172,055","20,003,436",,"46,132","105,516,217","39,291","28,485",,"1,166,718","3,008,561,554","895,970","9,000,892",,735,"40,243,027,334","12,867,465","55,172,590",,"55,235","133,227,260","49,635","17,632",,"21,226","49,787,114","15,013","1,231",,"4,713,756","11,155,194,789","4,395,595","4,917,618",,"52,588","105,209,202","45,266","3,092",,"30,188,146","60,744,684,244","27,448,025","25,045,567",,"37,066,583","84,921,151,755","34,658,586","37,888,378",,"12,129,271","23,386,958,648","10,454,494","30,163,418",,"40,879,202","73,647,235,187","37,556,352","62,608,744",,"10,521,240","18,838,868,954","9,613,766","13,156,447",,"5,371,858","10,014,008,802","4,821,014","7,487,391",,"640,760","1,307,499,688","582,363","776,041",,"3,225,577","8,354,218,572","2,796,924","7,943,995",,"10,933,078","32,656,521,995","9,397,301","40,380,357",,"25,728,082","75,751,318,599","22,069,858","98,225,520",,"41,707,024","122,046,137,958","35,531,682","135,556,149",,"39,292,632","128,527,539,701","34,522,221","108,694,360",,"38,442,179","144,379,342,219","32,044,414","145,618,565",,"94,436,718","353,836,367,394","80,155,472","223,723,573","44,866,572","178,206,448,721","38,247,934","54,427,605","299,212","1,274,694,828","275,553","65,859","148,902","581,263,818","125,586","81,264"
93,Myanmar,0,,0,,"11,455",,"50,217",,0,,0,,0,,0,,0,,0,,"4,471",,"12,202",,"1,667",,620,,"8,490",,180,,"24,470",,"47,970",,"62,919",,"8,780",,"130,291","283,417,106","119,713","39,215",,"12,955","29,877,356","12,314",790,,"9,301","26,099,757","9,112",128,,"2,247","49,829",14,4,,"24,308","64,157,741","17,554","3,254",,"24,740","56,685,052","20,456",742,,"38,477","91,111,207","34,327","1,258",,"70,845","142,898,003","66,026","3,006",,"180,883","340,222,037","168,886","19,598",,"57,456","116,523,443","37,738","7,216",,"454,664","857,996,884","425,234","27,867",,"1,058,197","1,970,470,557","960,806","77,225",,"25,727","45,631,053","22,994","1,490",,"171,200","315,222,366","164,621","31,427",,"139,437","279,292,493","129,785","4,217",,"126,660","358,360,551","115,367","6,848",,"554,245","1,672,213,701","522,363","17,453",,"2,958,888","8,756,854,227","2,792,590","117,798",,"5,398,846","16,161,313,342","5,010,927","197,259",,"9,696,404","32,122,980,902","8,927,920","391,815",,"8,634,478","31,348,285,213","8,057,381","356,606",,"8,804,948","33,134,767,279","8,079,516","345,349","17,155,044","75,012,378,065","15,694,862","680,906","14,482,687","61,768,755,910","13,649,983","536,887","3,988,127","15,579,124,906","3,827,393","137,852"
97,Bolivia,"7,318,823",,"11,996,489",,"6,848,064",,"4,088,565",,"5,484,560",,"5,073,883",,"4,278,423",,"3,396,404",,"4,641,783",,"6,135,673",,"6,351,606",,"26,419,089",,"54,475,620",,"48,454,292",,"49,753,799",,"64,529,329",,"73,365,987",,"82,764,620",,"128,093,709",,"208,697,973",,"205,600,701","429,994,445,676","186,654,813","615,287,070",,"129,683,853","297,719,808,858","118,016,110","383,998,587",,"137,319,190","344,809,124,556","124,257,277","433,114,400",,"52,139,102","570,597,318,780","180,031,959","577,808,727",,"170,264,406","448,758,544,798","151,716,637","426,962,197",,"191,705,897","444,762,922,127","166,472,424","498,006,086",,"117,191,484","276,818,688,524","107,227,000","254,536,284",,"143,079,210","294,671,768,756","129,509,714","246,068,974",,"229,043,965","449,295,229,370","210,185,148","310,577,955",,"244,960,673","516,169,853,343","227,043,520","445,648,396",,"268,831,554","507,204,110,550","248,354,394","371,941,293",,"167,037,893","312,619,238,630","158,770,590","159,487,196",,"282,536,048","508,672,059,209","267,858,594","308,289,689",,"547,740,123","1,030,022,503,847","513,457,975","755,044,075",,"551,616,089","1,091,111,255,971","517,375,435","744,760,891",,"432,416,171","1,216,207,976,297","403,433,211","710,091,620",,"534,156,168","1,611,549,427,358","500,574,430","966,413,254",,"353,308,996","1,043,402,481,437","326,844,727","591,402,429",,"330,428,943","975,497,293,340","307,284,711","506,726,505",,"425,250,372","1,404,468,185,695","390,639,399","735,358,133",,"327,000,457","1,205,837,033,286","302,614,124","497,396,726",,"523,866,222","1,968,423,553,356","492,189,913","529,393,803","556,754,179","2,342,229,502,028","527,614,632","465,165,972","458,150,911","1,971,582,037,662","422,470,124","506,007,193","189,119,027","736,791,950,829","173,309,384","242,724,764"
98,"Bonaire, San Eustatios y Saba",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,"2,812","11,194,010",400,"2,800",0,0,0,0,0,0,0,0
100,"Bonaire, Isla",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Botswana,"26,037",,0,,0,,0,,0,,0,,0,,"2,276",,0,,"16,583",,0,,"22,956",,"67,185",,"129,424",,"8,589",,"51,197",,470,,"9,661",,"19,588",,"6,550",,"15,714","33,841,375","15,099","1,213",,"16,472","38,461,747","14,949","2,113",,298,"786,824",282,90,,0,0,0,0,,"45,427","116,613,978","42,512","11,259",,"14,235","32,858,208","13,754","1,073",,"5,634","13,415,963","5,200",32,,"1,991","4,376,290","1,952",38,,"2,384","4,369,144","1,573",456,,"10,597","22,211,965","10,078",857,,0,0,0,0,,"10,884","19,237,988","10,435",250,,"119,504","214,151,692","105,552","252,376",,495,"907,131",476,359,,64,"126,738",53,2,,"5,443","13,048,297","3,000","2,863",,0,0,0,0,,"11,518","33,648,301","11,370","1,361",,"2,215","6,329,223","2,202",26,,"11,191","37,798,292","11,054",726,,"9,014","32,428,350","8,192",59,,"21,139","81,107,790","20,965",0,"7,218","34,835,206","7,132",0,812,"3,292,856",699,58,10,"39,538",10,1
