V1;CORRELA_16;CORRE_9;IDOJ1;IDAIO;CIMREP;BRUTA;CONSUI;GAS;EMPAQUE;HONORA;COMISION;ARRIENDO;SEGURO;ASEO;ENERGIA;COMUNICA;PUBLICO;FLETES;PUBLICI;ADECUA;REGALA;OUTSOURCING;OTROS;SUELDOS;PRESTAC;VENTA;AGREGA;PERREMUN;SOCIOS;PERSONOM;DIRECTO;AGENCIA;APRENDIZ;TOTPERSO;PROMUJ;PROHOM;PERMUJ;PERHOM;DIRMUJ;DIRHOM;AGEMUJ;AGEHOM;APRENMUJ;APRENHOM;TOTMUJ;TOTHOM;SUEPLAN;PREPLAN;REMPLAN;COTIZA;GASAGEN;REMTEMP;TOTREM;INVINI;INVFIN;ROTACION;INVPRO;CTO;CTOINS;VENTASNOP;GASTOS;GASTOSNOP;GASTOPNOP
988712;473;473;14;2002;0;6167605;2515237;0;0;206070;0;63344;22082;79600;120843;12697;27371;238279;5400;440800;0;86275;139913;828000;403475;39395852;3652368;3;0;3;0;38;0;41;0;0;0;3;0;0;7;31;0;0;7;34;828000;184901;1012901;179866,8;1072563;0;1192767,8;324360;414203;33228247;369281,5;33228247;33228247;0;34975096;495840;37795028
988713;465;464-465;4;2003;0;1089180;237309;0;1809;31361;0;109343;2213;5755;15383;9810;3385;185;880;17163;0;0;40022;179132;77913;3926479;851871;13;2;13;0;0;1;16;1;1;6;7;0;0;0;0;0;1;7;9;174466;43219;217685;30407,76;0;0;248092,76;914152;955862;2837299;935007;2837299;2837299;0;3150604;438035;3868149
988715;4771-4751;476 - 477;14;2003;0;17613100;9453735,5;626;113280;764573;0;4156247;80024;214593;2935585;65980;155464;48807;72733;388259;0;0;457564,5;6660101;2677595;42673723;8159364,5;433;0;408;25;0;21;454;0;0;208;200;10;15;0;0;10;11;228;226;5927662;1380198;7187807;1138727,16;0;556314;8882848,16;41297147;31868363;25060623;36582755;25060623;25060623;0;35937252;23747690;69934702
988717;462;462-463;14;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
988718;4759-4761;476 - 477;12;2003;0;4846125;985242,5;0;0;86654;0;303716;17834;8635;16430;34523;17088;173098;0;130682;0;58869;137713,5;766347;323983;16191362;3860882,5;43;0;43;0;0;3;46;0;0;12;31;0;0;0;0;1;2;13;33;737581;176694;914275;130096,44;0;0;1044371,44;3264013;3329685;11345237;3296849;11345237;11345237;0;12699920;263773;14138447
988719;464;464-465;5;2004;0;2013820;336951,5;0;0;11472;0;69592;51340;34742;19690;5661;1011;67796;402;41298;0;0;33947,5;472803;180526;15486983;1676868,5;24;0;20;4;0;1;25;0;0;7;13;4;0;0;0;0;1;11;14;394933;98975;481226;71403,24;0;63870;616499,24;976901;1003976;13473163;990438,5;13473163;13473163;0;13942676;234201;14887006
988721;4771-4751;476 - 477;14;2004;0;8066843;3058722,5;0;150865;88758;0;1682678;42225;42231;378695;48096;10152;92319;7759;151322;0;47878;315744,5;1534637;590837;22496801,1;5008120,5;72;2;72;0;0;2;76;0;2;54;18;0;0;0;0;1;1;55;21;1512362;329982;1842344;227972,92;0;0;2070316,92;951121;1362247;14387584;1156684;14387584;14387584;0;18065172;618514;20833970
988722;464;464-465;14;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
988726;464;464-465;14;2004;0;16208544;1660103,5;0;1549;274052;0;654291;35178;28734;266751;85576;31781;199242;0;36521;0;5430;20002,5;2398430;908854;54819028;14548440,5;173;0;7;166;1;6;180;0;0;3;4;106;60;1;0;3;3;113;67;288407;461977;339890;388551,32;20996;2052197;2780638,32;2889888;3963969;38610484;3426928,5;38610484;38610484;0;40635028;1106205;45321051
988731;4711-472;471-472;14;2009;0;3970244;2448789;0;13794;209726;0;68803;18998;99589;52267;14193;4122;426338;9980;162293;0;0;87791;581940;203846;31244464;1521455;30;0;30;0;47;2;79;0;0;12;18;0;0;21;26;2;0;35;44;557940;97392;655332;93794,08;1280895;0;749126,08;2565700;3266859;27274220;2916279,5;27274220;27274220;0;28678589;636660;31448752
988733;4773;476 - 477;14;1985;0;1332018;365829;0;0;33516;0;155913;2700;48930;30000;10000;12000;7000;10728;15689;0;0;39353;428846;195177;2464071;966189;20;2;20;0;0;1;23;0;2;7;13;0;0;0;0;0;1;7;16;415926;91360;507286;93777,32;0;0;601063,32;213442;368569;1132053;291005,5;1132053;1132053;0;1575956;0;2229931
988734;4759-4761;476 - 477;14;1981;0;3553952;985076,5;0;0;207098;78215;217645;47693;39830;75717;82568;24489;4409;3018;33208;0;19179;132828,5;1201148;405564;6785286;2568875,5;29;0;29;0;1;1;31;0;0;28;1;0;0;1;0;0;1;29;2;1189748;298486;1488234;47114,32;19179;0;1535348,32;858074;879892;3231334;868983;3231334;3231334;0;4406890;444566;6492259
988736;464;464-465;3;1982;0;686132;422157,5;0;0;41493;0;188000;126714;0;20925;19440;3418;3345;0;415;0;0;18407,5;138434;53420;968564,7173;263974,5;7;0;6;1;0;0;7;0;0;2;4;1;0;0;0;0;0;3;4;124210;25225;146823;25136,84;0;14224;186183,84;2867697;2700421;282253;2784059;282253;282253;0;730264;25091;989002
988739;466;466-469;5;1966;0;35133858;6053222,5;0;3200;560249;3900;2086681;152762;35675;111029;160242;14009;1938517;55767;497321;0;69637;364233,5;4394253;1903268;202637957;29080635,5;128;0;128;0;0;3;131;0;0;25;103;0;0;0;0;2;1;27;104;4366242;969178;5335420;809076,72;0;0;6144496,72;78786779;65325298;167504099;72056038,5;167504099;167504099;0;175385433;7068551;189430625
988740;465;464-465;14;2005;0;5168523;1078028;2223;0;106983;537720;43893;184367;7641;32597;20999;13019;20663;0;106198;0;0;1725;573809;198238;11260555,87;4090495;37;1;35;2;0;1;39;0;1;20;15;2;0;0;0;1;0;23;16;508219;101390;599863;84241,28;0;54590;738694,28;1683322;1328391;6086613;1505856,5;6086613;6086613;0;7299133;368285;8617189
988741;4771-4751;476 - 477;14;2005;0;22017255;17744928;5270;340990;506086;12658;13356551;198100;44843;948174;53356;6270;1127986;44426;50911;0;0;992640;5799496;2077013;49491594;4272327;183;0;183;0;0;11;194;0;0;123;60;0;0;0;0;6;5;129;65;5702880;1003707;6706587;919591,6;0;0;7626178,6;58937364;54817261;27474339;56877312,5;27474339;27474339;0;46740754;1994668;56791857
988743;453;453-454;14;2006;686871;14221990;6545718;0;0;212637;0;1245873;87965;33021;199631;76815;33290;538098;266321;107542;0;0;273707;2870797;1089785;67694294;7676272;77;0;77;0;127;4;208;0;0;31;46;0;0;51;76;2;2;84;124;2834295;617876;3452171;407627,72;3470818;0;3859798,72;8764694;18303280;52785433,05;13533987;52785433;53472304;0;57777038;2076019;67567879
988747;466;466-469;14;2007;0;4891757;1824941;0;4567;145454;0;647212;36576;7218;161347;20716;21333;483723;129296;111061;0;0;56438;1154652;395764;22387395,21;3066816;40;0;40;0;0;2;42;0;0;25;15;0;0;0;0;0;2;25;17;1130754;203536;1334290;166899,2;0;0;1501189,2;5456722;7956987;17486375;6706854,5;17486375;17486375;0;19555214;1284011;22526975
988748;466;466-469;14;2007;0;1188207;325376,5;5120;0;22700;0;45000;12207;0;39965;3292;6435;35894;0;142564;0;0;12199,5;180557;68564;5098709;862830,5;13;0;13;0;0;0;13;0;0;5;8;0;0;0;0;0;0;5;8;180557;31780;212337;32739,68;0;0;245076,68;1634603;2211620;3910502;1923111,5;3910502;3910502;0;4286296;180517;4759754
988749;462;462-463;14;2007;0;1721734;522904;0;0;36042;124442;0;41022;3480;35414;0;6532;13534;0;23927;0;0;7750;12750;2500;13188737;1198830;0;0;0;0;11;1;12;0;0;0;0;0;0;5;6;0;1;5;7;0;0;0;2500;230761;0;2500;1413205;1980365;11467003;1696785;11467003;11467003;0;11836024;62773;12144808
988750;473;473;14;2008;0;892498;477371,5;0;0;16384;0;0;1262;2308;147465;3005;5329;1379;4641;106758;0;0;12176,5;0;0;7031600,355;415126,5;0;0;0;0;8;0;8;0;0;0;0;0;0;3;5;0;0;3;5;0;0;0;0;176664;0;0;105503;58517;6077447;82010;6077447;6077447;0;6415339;99835;6697141
988751;4741-4742;474 - 475;4;2007;6000;6848446;725128;0;3694;14181;0;307882;11767;8057;108089;29189;16923;52823;16711;50598;2518;0;102696;1051292;359445;21115981;6123318;52;0;4;48;0;1;53;0;0;2;2;11;37;0;0;0;1;13;40;210674;182938;248582;153254,68;0;831418;1233254,68;2767921;3720810;14261535;3244365,5;14261535;14267535;0;15389016;404707;17281672
988753;4772;476 - 477;4;2007;0;1817373;286969;0;0;0;0;239980;0;24341;6520;2022;1998;3;8042;1554;0;0;2509;656335;208174;3592373;1530404;45;0;0;45;0;1;46;0;0;0;0;30;15;0;0;0;1;30;16;0;109200;0;85910,32;0;648080;733990,32;1322865;2592373;1775000;1957619;1775000;1775000;0;2097438;2333;3048366
988761;473;473;5;2010;0;2326977;1452216,5;917;0;112968;0;791382;18831;131444;35502;10406;16973;136283;401;141607;0;26217;26786,5;498615;190132;17968894,48;874760,5;29;1;29;0;0;1;31;1;0;12;17;0;0;0;0;1;0;14;17;488125;95987;584112;83146,6;0;0;667258,6;98068;162738;15801698;130403;15801698;15801698;0;17382828;19171;18155974
988765;462;462-463;14;2008;0;1349510;1088369;0;0;56041;66781;128659;4909;10366;13513;17435;2663;32996;0;11675;0;0;11242;41900;15584;10258205,56;261141;1;0;1;0;32;0;33;0;0;1;0;0;0;18;14;0;0;19;14;41900;7207;49107;7003,88;732089;0;56110,88;138811;459718;8902961;299264,5;8902961;8902961;0;9312890;67146;10172323
988766;464;464-465;4;2009;0;6250000;6175619;0;11494;123099;0;330170;74803;154503;96464;33381;14495;1384958;1185310;206980;0;0;135487;1177942;448735;50934385;74381;39;0;39;0;84;2;125;0;0;18;21;0;0;51;33;2;0;71;54;1153942;232507;1386449;188541,6;2341313;0;1574990,6;11301401;6285620;44684385;8793510,5;44684385;44684385;0;48808315;1233744;54171209
988767;466;466-469;14;2010;0;125634;43766,5;0;0;17182;0;6818;2943;1512;1449;7217;542;165;0;66;0;0;5872,5;0;0;1046871;81867,5;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1232417;836254;921237;1034335,5;921237;921237;0;979523;11204;990727
988769;4772;476 - 477;4;2009;0;2947118;663604,5;350;0;0;0;617236;0;0;22000;1554;11260;25;0;8900;0;0;2279,5;373734;137833;6966996;2283513,5;25;0;0;25;0;1;26;0;0;0;0;18;7;0;0;1;0;19;7;0;78123;0;51800;0;361734;413534;402304;497913;4019878;450108,5;4019878;4019878;0;4717289;16639;5248307
988772;473;473;14;2011;0;2947251;797477;0;0;44171;0;0;76860;213724;132837;30439;57776;33578;18793;172832;0;0;16467;909167;296744;41985275,62;2149774;39;0;39;0;0;2;41;0;0;4;35;0;0;0;0;1;1;5;36;885167;145023;1030190;133277,4;0;0;1163467,4;390059;459494;38975597;424776,5;38975597;38975597;0;39958591;132082;41393305
988774;4772;476 - 477;14;2009;0;450026;184526;0;0;0;0;178738;0;123;3642;1023;1000;0;0;0;0;0;0;225525;105274;714955;265500;18;0;18;0;0;0;18;0;0;10;8;0;0;0;0;0;0;10;8;225525;49935;275460;50286,68;0;0;325746,68;151620;48652;264929;100136;264929;264929;0;457048;0;817503
988779;466;466-469;14;2010;0;1383243;351937;170;116;4680;11615;62910;10137;8671;28008;8391;2586;132743;0;52858;0;4706;24346;135931;64761;5052865,628;1031306;11;0;0;11;0;0;11;0;0;0;0;5;6;0;0;0;0;5;6;0;30395;0;31311,76;0;135931;167242,76;619498;1279898;3678877;949698;3678877;3678877;0;4092432;147742;4472232
988780;466;466-469;14;2010;0;3879000;145125;100;1800;38000;0;35000;0;0;18000;12000;10000;12000;0;10000;0;0;8225;236255;115500;12932000;3733875;18;0;0;18;0;0;18;0;0;0;0;6;12;0;0;0;0;6;12;0;42500;0;61240;0;236255;297495;692418;692418;9053000;692418;9053000;9053000;0;9234350;220000;9817305
988781;4772;476 - 477;14;2010;0;122648;51836;0;1200;0;0;26404;745;0;9492;10043;1600;798;0;674;0;0;880;168965;82302;221578;70812;14;0;0;14;0;0;14;0;0;0;0;6;8;0;0;0;0;6;8;0;31258;0;43988;0;168965;212953;4208;24600;98930;14404;98930;98930;0;155086;0;425357
988783;451;451;14;2010;1425846;8986758;2073657;0;0;232372;56732;812637;71590;107449;228363;53489;21954;224275;165594;83381;0;0;15821;1124250;432268;82280207;6913101;48;0;48;0;0;2;50;0;0;18;30;0;0;0;0;1;1;19;31;1110750;223832;1334582;177334,72;0;0;1511916,72;3109963;7404764;71867603,27;5257363,5;71867603;73293449;0;76623196;1468043;79797933
988787;4773;476 - 477;14;2010;0;629846;154809;159;0;4668;0;37504;5533;4630;34959;11681;9343;0;567;19291;0;0;26474;272361;118702;1822837,955;475037;17;0;17;0;0;0;17;0;0;9;8;0;0;0;0;0;0;9;8;272361;52430;324791;60086,8;0;0;384877,8;267962;312365;1139072;290163,5;1139072;1139072;0;1342541;82367;1877424
988788;464;464-465;14;2009;0;5587403;4185287;297;0;84531;0;0;20008;3813;30439;61347;7928;565551;3070;427684;0;1585547;55262;822486;267562;29179939;1402116;62;1;0;62;68;5;136;0;1;0;0;42;20;52;16;1;4;95;41;0;140679;0;109717,88;1339810;762486;872203,88;2241037;2515336;23592536;2378186,5;23592536;23592536;0;26524815;304891;29336156
988790;464;464-465;14;2010;295;2588200;575986,5;1955;10936;240597;0;139127;11856;6857;56740;12995;6502;77264;3910;5875;0;0;1372,5;1029563;348916;13846059;2012213,5;29;0;29;0;0;1;30;0;0;12;17;0;0;0;0;0;1;12;18;1023338;180066;1203404;145927,52;0;0;1349331,52;1854832;1292299;11257564;1573565,5;11257564;11257859;0;11915471;160154;13508142
988793;4719;471-472;14;2011;0;3693965;1260194,5;0;73541;900;0;605473;13151;9864;231315;18474;29834;8534;43600;204214;0;0;21294,5;704291;260943;8905740;2433770,5;57;0;0;57;0;0;57;0;0;0;0;32;25;0;0;0;0;32;25;0;137467;0;107225,36;0;704291;811516,36;3273504;4949052;5211775;4111278;5211775;5211775;0;6572771;336779;7964858
988800;4741-4742;474 - 475;14;2011;0;2805842;890232,5;0;0;42096;0;461223;20968;0;193896;24177;11283;969;0;72515;0;0;63105,5;814356;380241;12796475;1915609,5;69;0;69;0;0;4;73;0;0;47;22;0;0;0;0;3;1;50;23;763973;181102;945075;172896,84;0;0;1117971,84;4119890;4676271;9990633;4398080,5;9990633;9990633;0;11011271;14720;12304944
988801;464;464-465;14;2011;0;417274;173241,5;20;0;46946;7112;52415;12687;584;16576;437;5209;11192;52;3730;0;5565;10716,5;243436;85319;1113729,167;244032,5;9;0;4;5;0;0;9;0;0;4;0;0;5;0;0;0;0;4;5;172512;43966;203391;35904,2;0;70924;310219,2;1743364;1632452;693767;1687908;693767;693767;0;920054;31933;1291659
988802;4772;476 - 477;14;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
988805;473;473;14;2012;0;2656288;940827,5;30632;0;103552;0;34191;2850;11844;449604;12306;17749;108392;0;98316;0;0;71391,5;523724;213717;23898656,01;1715460,5;40;1;40;0;0;0;41;0;1;12;28;0;0;0;0;0;0;12;29;523724;97192;620916;104986,2;0;0;725902,2;130764;204892;21180340;167828;21180340;21180340;0;22249846;76366;23131412
988807;466;466-469;14;2012;0;105256428;31829656;0;0;549116;594308;505095;1180198;385780;1796346;162627;165470;9582454;151944;2572504;0;0;2637194;11277290;4233092;756169764;73426772;376;0;376;0;131;15;522;0;0;112;264;0;0;27;104;7;8;146;376;11144654;2146560;13291214;1837426,08;4048043;0;15128640,08;246571915;185089036;650913336;215830475,5;650913336;650913336;0;679603701;35337500;736562883
988809;473;473;14;2012;0;1355785;512113,8333;0;66666,66667;37279,33333;0;88701,33333;3389,333333;2080;80367;3008,333333;13826,33333;29368;1122;176016;0;0;10289,5;215336;90309,33333;9094520,333;843671,1667;14,33333333;0,333333333;14,33333333;0;0;0,333333333;15;0;0,333333333;5;9,333333333;0;0;0;0;0,333333333;0;5,333333333;9,666666667;211055,3333;47048;258103,3333;38541,09333;0;0;296644,4267;147592;111632,6667;7738735,333;129612,3333;7738735,333;7738735,333;0;8309205;99136,33333;8760240
988810;464;464-465;14;2012;0;648469;240385,5;0;0;2360;0;60993;4667;4543;8651;4280;1338;142916;570;5756;0;0;4311,5;37628;12798;3622372;408083,5;3;0;2;1;0;0;3;0;0;2;0;1;0;0;0;0;0;3;0;28250;6731;33293;5290,84;0;9378;47961,84;582884;713207;2973903;648045,5;2973903;2973903;0;3260109;6612;3321225
988813;462;462-463;14;2012;0;3462934;1696252;0;0;25500;0;86924;7401;16449;15234;57451;12270;899904;0;316687;0;0;5248;729119;309939;27251311;1766682;23;0;5;18;13;0;36;0;0;1;4;3;15;4;9;0;0;8;28;248498;131637;293227;157658,72;253184;480621;931506,72;0;0;0;0;23788377;23788377;0;25365124;3399;26700036
988815;4772;476 - 477;14;2012;0;2326039;832796,5;0;0;0;0;708337;35522;4688;7156;3122;1000;0;9946;0;0;0;63025,5;147008;52366;5897859;1493242,5;11;0;0;11;0;0;11;0;0;0;0;4;7;0;0;0;0;4;7;0;27060;0;22019,92;0;147008;169027,92;209737;3359;3571820;106548;3571820;3571820;0;4501985;148644;4879145
988816;4771-4751;476 - 477;14;2012;0;3564474;1118994,5;0;0;129018;0;598255;227;137509;58337;12093;1916;29168;8840;104288;0;0;39343,5;1468009;662670;8396347;2445479,5;93;0;90;3;0;1;94;0;0;40;50;2;1;0;0;0;1;42;52;1399279;325964;1713697;301716,08;0;57185;2072598,08;1195004;6832511;4831873;4013757,5;4831873;4831873;0;5990211;0;8219314
988821;4711-472;471-472;11;2013;0;52553;47860;0;1834;0;0;12000;0;712;7925;1254;389;1554;0;2354;0;0;0;0;0;141307;4693;0;1;0;0;1;0;2;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;19838;0;0;0;0;0;0;88754;88754;0;119263;38931;178032
988827;4711-472;471-472;11;2004;0;4028735;835328,5;2322;50712;0;0;289479;19174;17741;335581;5617;37907;3976;13256;48574;0;0;10989,5;798141;323187;12918493;3193406,5;66;0;66;0;0;4;70;0;0;26;40;0;0;0;0;2;2;28;42;766725;183716;950441;122472,76;0;0;1072913,76;27900;690371;8889758;359135,5;8889758;8889758;0;9828884;193277;11236501
988828;4741-4742;474 - 475;14;1997;0;6979565;2475663;10209;0;91975;32721;1310079;43807;2940;516813;10043;20547;14940;126101;240488;0;0;55000;1573567;747028;23343134;4503902;100;0;100;0;0;3;103;0;0;57;43;0;0;0;0;3;0;60;43;1543567;356789;1900356;346559;0;0;2246915;6123293;5463539;16363569;5793416;16363569;16363569;0;19140719;508541;22121995
988835;462;462-463;14;1995;0;11142815;3478951,5;1738;253777;147017;50224;180000;0;65560;464534;64016;23717;762000;6385;333661;0;640498;45263,5;415504;143249;51168000;7663863,5;20;0;3;17;25;1;46;0;0;2;1;7;10;2;23;1;0;12;34;82766;75283;97783;58145,28;434000;330613;486541,28;6992340;10129354;40025185;8560847;40025185;40025185;0;43447124;530272;44991306
988836;466;466-469;5;1995;0;5442874;680303,5;0;0;230629;0;64500;122908;15892;46068;22870;3200;1470;0;18973;0;0;135726,5;987173;423831;14836568;4762570,5;58;0;50;8;2;1;61;0;0;8;42;3;5;0;2;1;0;12;49;874258;174265;1039304;248221,44;18067;104482;1392007,44;4439675;10183393;9393694;7311534;9393694;9393694;0;10409436;913319;12852091
988837;462;462-463;14;1998;0;2083911;512572;0;14326;40200;0;3978;22092;5070;222060;15456;8367;1162;1844;56989;0;0;121028;629615;209779;7913096;1571339;27;0;27;0;0;1;28;0;0;13;14;0;0;0;0;0;1;13;15;621207;109765;730972;86220,64;0;0;817192,64;2651564;2377418;5829185;2514491;5829185;5829185;0;6488788;137437;7568278
988839;4752;474 - 475;5;1998;0;329031;72285;60;1000;24525;0;0;8111;1079;12079;8066;4023;1000;2436;2480;0;0;3560;85309;35500;1485555;256746;6;0;6;0;0;0;6;0;0;2;4;0;0;0;0;0;0;2;4;85309;22000;107309;11540;0;0;118849;391249;406573;1156524;398911;1156524;1156524;0;1254706;2340;1384155
988840;473;473;14;1998;0;1167743;557394,5;0;0;8375;0;0;4945;69219;308344;3001;42391;60717;936;57578;0;0;1888,5;295744;127124;13417682;610348,5;17;0;17;0;0;0;17;0;0;2;15;0;0;0;0;0;0;2;15;295744;58024;353768;62453,92;0;0;416221,92;136667;138729;12249939;137698;12249939;12249939;0;12829335;166648;13439324
988842;466;466-469;5;1998;0;16372678;5467317;100;0;0;0;0;430157;48026;102610;89831;16645;71054;24415;3983377;0;0;701102;2101750;1045262;176362478;10905361;67;0;67;0;0;3;70;0;0;15;52;0;0;0;0;2;1;17;53;2067225;488111;2555336;499728,04;0;0;3055064,04;1696275;1022314;159989800;1359294,5;159989800;159989800;0;167819200;3961833;175486330
988845;462;462-463;14;2003;0;5772597;1170938;423;0;62410;0;96240;99841;52777;124216;26524;18653;158822;39542;357877;0;0;133613;1432121;568197;23300974;4601659;89;0;89;0;0;1;90;0;0;29;60;0;0;0;0;0;1;29;61;1423540;317307;1740847;218728,64;0;0;1959575,64;2023441;2869209;17528377;2446325;17528377;17528377;0;19108342;995811;22218039
988848;4752;474 - 475;4;1985;0;929738;93177;279;595;49000;2649;0;10860;3074;6883;1510;1985;38;0;0;0;0;0;265416;162646;2631517,86;836561;14;0;14;0;0;0;14;0;0;3;11;0;0;0;0;0;0;3;11;265416;73897;339313;82801,8;0;0;422114,8;865935;943451;1725943;904693;1725943;1725943;0;1805131;112429;2363901
988851;4741-4742;474 - 475;4;2005;0;1962635;170734;0;0;31533;0;41943;732;0;61487;7850;10564;0;0;16625;0;0;0;542507;220713;8989183;1791901;40;0;0;40;0;2;42;0;0;0;0;28;12;0;0;1;1;29;13;0;128416;0;81123,32;0;518507;599630,32;5193851;4603380;7026548;4898615,5;7026548;7026548;0;7293055;197156;8305204
988853;4772;476 - 477;4;2005;0;224719;98023;0;1358;0;9338;0;0;1536;23948;5698;3911;0;0;5750;1657;0;44827;153950;60342;582466;126696;11;1;6;5;0;0;12;0;1;3;3;4;1;0;0;0;0;7;5;76958;34200;95811;22719,28;0;76992;195522,28;1379352;1248801;357747;1314076,5;357747;357747;0;506673;13060;750238
988854;4772;476 - 477;14;2006;0;676475;348371;60;38390;27112;18306;125632;16126;9308;75706;9546;4247;0;8517;3734;5935;1469;4283;170870;92944;2082101;328104;21;0;4;17;0;0;21;0;0;1;3;11;6;0;0;0;0;12;9;48437;43376;61705;45747,12;0;122433;229885,12;417010;785909;1405626;601459,5;1405626;1405626;0;1782601;9252;2075000
988855;462;462-463;14;2007;0;3315956;991574;0;0;60409;0;80396;44475;45610;4149;10567;3821;439246;8842;115233;0;0;109996;1558628;565805;42154103,52;2324382;56;0;56;0;4;2;62;0;0;15;41;0;0;3;1;0;2;18;44;1545228;268488;1813716;256892,84;68830;0;2070608,84;2242487;2443558;38832405;2343022,5;38832405;38832405;0;39959246;199535;42435556
988856;466;466-469;14;2006;0;866544;343514;0;4087;99036;46467;120563;0;1695;28289;12996;1942;6993;0;17871;0;0;3575;180817;64317;2306627;523030;9;0;9;0;0;0;9;0;0;3;6;0;0;0;0;0;0;3;6;180817;34060;214877;26020,6;0;0;240897,6;1079226;4017478;1440083;2548352;1440083;1440083;0;1794787;10850;2064105
988857;473;473;14;2007;0;4496311;2092327,5;2077;0;45268;0;118642;92655;13780;197723;11313;49718;237965;4855;885426;0;0;432905,5;1226994;484930;20420517,17;2403983,5;62;7;62;0;0;1;70;4;3;19;43;0;0;0;0;0;1;23;47;1219310;267937;1487247;189555,24;0;0;1676802,24;111302;10375;15985255;60838,5;15985255;15985255;0;18781141;129586;20709826
988860;462;462-463;14;2007;0;819385;281448;246;0;42794;0;0;32041;15897;3277;7628;803;56944;0;108775;0;0;13043;189184;87543;4249659,061;537937;12;1;12;0;0;1;14;0;1;4;8;0;0;0;0;1;0;5;9;187117;48506;235623;34845,4;0;0;270468,4;493781;0;3424541;246890,5;3424541;3424541;0;3739018;30017;4062742
988862;451;451;5;2008;2042932;19083949;8409723,5;0;0;1964870;6116;2549789;46533;240723;476181;96286;24349;747711;1108333;380685;0;0;768147,5;4511730;1595915;116349766;10674225,5;116;0;116;0;0;5;121;0;0;47;69;0;0;0;0;2;3;49;72;4466713;709161;5175874;769757,12;0;0;5945631,12;2389778;5740702;95222885,5;4065240;95222885;97265817;0;107939214;733221;115315696
988863;464;464-465;14;2009;0;29448082;10050119;0;0;497546;264630;782054;33351;20385;108138;73897;13370;3581980;1447351;964751;1714215;0;548451;4958562;1816285;109414811,4;19397963;207;0;149;58;0;7;214;0;0;60;89;11;47;0;0;5;2;76;138;4166713;893862;4908500;791049,24;0;712182;6411731,24;14917395;14505560;79964025;14711477,5;79964025;79964025;0;91392255;115219;98847724
988864;4772;476 - 477;14;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
988865;464;464-465;4;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
988867;4771-4751;476 - 477;14;2009;0;2203722;597670,5;0;51409;24515;16917;183285;13250;66360;202016;6481;3161;4315;4100;0;0;0;21861,5;638865;279079;9380098;1606051,5;36;0;36;0;0;8;44;0;0;22;14;0;0;0;0;5;3;27;17;566865;140773;707638;122570;0;0;830208;873797;890593;7176376;882195;7176376;7176376;0;7866598;84348;8931983
988869;465;464-465;14;2009;36432;5878067;2308061,5;665;0;52850;0;709333;80076;13578;122294;62354;9591;419125;2500;234225;0;0;601470,5;1679212;574032;29911229,27;3570005,5;61;1;61;0;0;4;66;0;1;32;29;0;0;0;0;2;2;34;32;1650863;318013;1968876;223829,64;0;0;2192705,64;9802394;10068667;24002136;9935530,5;24002136;24038568;0;27219144;485822;30163787
988873;4711-472;471-472;14;2010;0;99978361;61148117,5;201663;2843123;1986807;2521934;7057839;532022;1181844;12657436;476754;438088;5049149;4102282;1020096;0;0;763305,5;11839308;4374528;558473361;38830243,5;411;0;411;0;1025;27;1463;0;0;200;211;0;0;600;425;6;21;806;657;11563706;2603478;14167184;1520060,24;20315775;0;15687244,24;30288569;45483158;458495000;37885863,5;458495000;458495000;0;504782653;5961565;547753649
