,ESTU_TIPODOCUMENTO,ESTU_NACIONALIDAD,ESTU_GENERO,ESTU_FECHANACIMIENTO,PERIODO,ESTU_CONSECUTIVO,ESTU_ESTUDIANTE,ESTU_PAIS_RESIDE,ESTU_TIENEETNIA,ESTU_DEPTO_RESIDE,ESTU_COD_RESIDE_DEPTO,ESTU_MCPIO_RESIDE,ESTU_COD_RESIDE_MCPIO,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_TIENEINTERNET,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENEHORNOMICROOGAS,FAMI_TIENESERVICIOTV,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,ESTU_HORASSEMANATRABAJA,ESTU_TIPOREMUNERACION,FAMI_COMELECHEDERIVADOS,FAMI_COMECARNEPESCADOHUEVO,FAMI_COMECEREALFRUTOSLEGUMBRE,FAMI_TRABAJOLABORPADRE,FAMI_TRABAJOLABORMADRE,FAMI_SITUACIONECONOMICA,COLE_COD_DANE_ESTABLECIMIENTO,COLE_CODIGO_ICFES,COLE_NOMBRE_ESTABLECIMIENTO,COLE_JORNADA,COLE_GENERO,COLE_NATURALEZA,COLE_CALENDARIO,COLE_BILINGUE,COLE_CARACTER,COLE_COD_DANE_SEDE,COLE_NOMBRE_SEDE,COLE_SEDE_PRINCIPAL,COLE_AREA_UBICACION,COLE_COD_MCPIO_UBICACION,COLE_MCPIO_UBICACION,COLE_COD_DEPTO_UBICACION,COLE_DEPTO_UBICACION,ESTU_PRIVADO_LIBERTAD,ESTU_COD_MCPIO_PRESENTACION,ESTU_MCPIO_PRESENTACION,ESTU_DEPTO_PRESENTACION,ESTU_COD_DEPTO_PRESENTACION,PUNT_MATEMATICAS,DESEMP_MATEMATICAS,PERCENTIL_MATEMATICAS,PUNT_INGLES,PERCENTIL_INGLES,DESEMP_INGLES,PUNT_C_NATURALES,DESEMP_C_NATURALES,PERCENTIL_C_NATURALES,PUNT_LECTURA_CRITICA,DESEMP_LECTURA_CRITICA,PERCENTIL_LECTURA_CRITICA,PUNT_SOCIALES_CIUDADANAS,DESEMP_SOCIALES_CIUDADANAS,PERCENTIL_SOCIALES_CIUDADANAS,PUNT_GLOBAL,PERCENTIL_GLOBAL,PERCENTIL_ESPECIAL_GLOBAL,ESTU_INSE_INDIVIDUAL,ESTU_NSE_INDIVIDUAL,ESTU_NSE_ESTABLECIMIENTO,ESTU_ESTADOINVESTIGACION
22,CC,COLOMBIA,F,18/12/1986,20224,SB11202240129148,ESTUDIANTE,COLOMBIA,No,BOLIVAR,13.0,CARTAGENA DE INDIAS,13001.0,Primaria incompleta,Secundaria (Bachillerato) completa,Estrato 1,3 a 4,Dos,Si,No,Si,No,No,No,No,No,0 A 10 LIBROS,No leo por entretenimiento,No Navega Internet,0,No,3 a 5 veces por semana,1 o 2 veces por semana,Todos o casi todos los días,No aplica,"Trabaja en el hogar, no trabaja o estudia",Peor,113001000348.0,142539.0,INSTITUCION EDUCATIVA AMBIENTALISTA DE CARTAGENA,NOCHE,MIXTO,OFICIAL,A,N,ACADÉMICO,113001000348.0,INSTITUCION EDUCATIVA AMBIENTALISTA DE CARTAGENA,S,URBANO,13001.0,CARTAGENA DE INDIAS,13.0,BOLIVAR,N,13001,CARTAGENA DE INDIAS,BOLIVAR,13,50,2,46,39.0,25.0,A-,54,2,70,62,3,79,58,3,78,273,67.0,,44.9769180258583,2.0,2.0,PUBLICAR
23,CC,COLOMBIA,F,28/03/1988,20224,SB11202240001466,ESTUDIANTE,COLOMBIA,,GUAVIARE,95.0,CALAMAR,95015.0,Ninguno,Primaria incompleta,Estrato 1,5 a 6,Tres,No,No,Si,No,Si,No,Si,No,0 A 10 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,Menos de 10 horas,No,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,1 o 2 veces por semana,"Trabaja en el hogar, no trabaja o estudia","Trabaja en el hogar, no trabaja o estudia",Igual,495001003657.0,645911.0,I.E. CARLOS MAURO HOYOS,TARDE,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,495001003657.0,I.E. CARLOS MAURO HOYOS - SEDE PRINCIPAL,S,URBANO,95015.0,CALAMAR,95.0,GUAVIARE,N,95015,CALAMAR,GUAVIARE,95,25,1,2,38.0,21.0,A-,38,1,15,35,1,5,24,1,1,155,1.0,,34.3255096419892,1.0,2.0,PUBLICAR
24,TI,COLOMBIA,F,18/06/2003,20224,SB11202240432852,ESTUDIANTE,COLOMBIA,No,ATLANTICO,8.0,SOLEDAD,8758.0,Primaria completa,Ninguno,Estrato 2,3 a 4,Tres,Si,Si,Si,Si,No,No,No,No,11 A 25 LIBROS,Entre 30 y 60 minutos,No Navega Internet,0,No,Todos o casi todos los días,Todos o casi todos los días,3 a 5 veces por semana,"Es agricultor, pesquero o jornalero",No aplica,Igual,308758076951.0,99655.0,CENTRO DE EDUCACION PARA ADULTOS GIMNASIO DEL CARIBE,NOCHE,MIXTO,NO OFICIAL,A,N,ACADÉMICO,308758076951.0,CENTRO DE EDUCACION PARA ADULTOS GIMNASIO DEL CARIBE,S,URBANO,8758.0,SOLEDAD,8.0,ATLANTICO,N,8758,SOLEDAD,ATLANTICO,8,30,1,5,34.0,10.0,A-,41,2,26,41,2,15,30,1,6,177,7.0,,49.8395968280116,2.0,2.0,PUBLICAR
25,TI,COLOMBIA,M,17/06/2003,20224,SB11202240230581,ESTUDIANTE,COLOMBIA,Si,SUCRE,70.0,SAN MARCOS,70708.0,,,,5 a 6,Tres,,No,Si,No,,No,Si,No,,,,Entre 11 y 20 horas,"Si, en efectivo",,,,Es vendedor o trabaja en atención al público,"Trabaja en el hogar, no trabaja o estudia",Igual,170708000038.0,15537.0,INST EDUC SAN MARCOS,MAÑANA,MIXTO,OFICIAL,A,N,ACADÉMICO,170708000038.0,INST EDUC SAN MARCOS,S,URBANO,70708.0,SAN MARCOS,70.0,SUCRE,N,70708,SAN MARCOS,SUCRE,70,45,2,32,31.0,3.0,A-,38,1,16,38,2,10,37,1,22,194,16.0,,43.5322917793469,2.0,2.0,PUBLICAR
26,CC,COLOMBIA,F,18/06/1996,20224,SB11202240309589,ESTUDIANTE,COLOMBIA,No,SANTANDER,68.0,SOCORRO,68755.0,Secundaria (Bachillerato) completa,Primaria completa,Estrato 2,7 a 8,Tres,Si,Si,Si,No,Si,No,No,Si,0 A 10 LIBROS,No leo por entretenimiento,Entre 30 y 60 minutos,Más de 30 horas,No,3 a 5 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja en el hogar, no trabaja o estudia",Igual,368755000849.0,149864.0,INSTITUTOTECNICO COMUNERO ITC ANTES INFORTEC,SABATINA,MIXTO,NO OFICIAL,A,N,ACADÉMICO,368755000849.0,INSTITUTO DE FORMACION TECNICA INFORTEC - SEDE PRINCIPAL,S,URBANO,68755.0,SOCORRO,68.0,SANTANDER,N,68755,SOCORRO,SANTANDER,68,40,2,21,30.0,1.0,A-,36,1,9,37,2,9,42,2,37,190,14.0,,50.9790702914069,2.0,2.0,PUBLICAR
27,TI,COLOMBIA,F,13/10/2005,20224,SB11202240148896,ESTUDIANTE,COLOMBIA,No,ANTIOQUIA,5.0,EBÉJICO,5240.0,Primaria completa,Secundaria (Bachillerato) completa,Estrato 1,3 a 4,Dos,Si,No,Si,No,No,No,Si,No,0 A 10 LIBROS,Entre 30 y 60 minutos,Entre 1 y 3 horas,Menos de 10 horas,"Si, en efectivo",3 a 5 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,"Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja en el hogar, no trabaja o estudia",Peor,205240000106.0,82388.0,I. E. R. BOYACA,COMPLETA,MIXTO,OFICIAL,A,N,ACADÉMICO,205240000106.0,COLEGIO BOYACA,S,RURAL,5240.0,EBÉJICO,5.0,ANTIOQUIA,N,5042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,5,45,2,32,51.0,56.0,A1,52,2,61,62,3,78,51,2,59,262,60.0,,45.2962402511714,2.0,1.0,PUBLICAR
28,CC,COLOMBIA,F,19/06/2003,20224,SB11202240319643,ESTUDIANTE,COLOMBIA,No,CAUCA,19.0,BOLÍVAR,19100.0,Primaria incompleta,Primaria incompleta,Estrato 1,3 a 4,Dos,No,No,No,Si,Si,No,No,Si,11 A 25 LIBROS,30 minutos o menos,30 minutos o menos,0,"Si, en efectivo",1 o 2 veces por semana,3 a 5 veces por semana,Todos o casi todos los días,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Es agricultor, pesquero o jornalero",Mejor,219100000654.0,160184.0,INST EDUC SAN FERNANDO DE MELCHOR,COMPLETA,MIXTO,OFICIAL,A,,ACADÉMICO,219100000654.0,SAN FERNANDO DE MELCHOR (sede principal),S,RURAL,19100.0,BOLÍVAR,19.0,CAUCA,N,19100,BOLÍVAR,CAUCA,19,26,1,2,45.0,41.0,A-,40,1,21,35,1,5,30,1,6,168,4.0,,40.6299223019521,1.0,1.0,PUBLICAR
29,TI,COLOMBIA,F,01/08/2005,20224,SB11202240191114,ESTUDIANTE,COLOMBIA,No,ANTIOQUIA,5.0,SAN ROQUE,5670.0,Primaria incompleta,Primaria incompleta,Estrato 2,5 a 6,Uno,Si,No,Si,No,Si,No,Si,No,0 A 10 LIBROS,No leo por entretenimiento,Entre 1 y 3 horas,0,No,Todos o casi todos los días,Todos o casi todos los días,Nunca o rara vez comemos eso,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja en el hogar, no trabaja o estudia",Mejor,205670000819.0,90035.0,I. E. R. PROVIDENCIA,COMPLETA,MIXTO,OFICIAL,A,N,ACADÉMICO,205670000819.0,I. E. R. PROVIDENCIA,S,URBANO,5670.0,SAN ROQUE,5.0,ANTIOQUIA,N,5190,CISNEROS,ANTIOQUIA,5,37,2,15,41.0,30.0,A-,36,1,10,37,2,8,33,1,11,181,9.0,,45.055374913126,2.0,2.0,PUBLICAR
30,TI,COLOMBIA,F,22/01/2005,20224,SB11202240517608,ESTUDIANTE,COLOMBIA,No,VALLE,76.0,CALI,76001.0,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,Estrato 1,5 a 6,Tres,No,No,No,Si,No,No,No,No,0 A 10 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,Menos de 10 horas,No,Nunca o rara vez comemos eso,1 o 2 veces por semana,1 o 2 veces por semana,"Es operario de máquinas o conduce vehículos (taxita, chofer)","Trabaja en el hogar, no trabaja o estudia",Igual,376001021303.0,125336.0,COLEGIO PUERTA DEL SOL,MAÑANA,MIXTO,NO OFICIAL,A,,TÉCNICO/ACADÉMICO,376001021303.0,COLEGIO PUERTA DEL SOL,S,URBANO,76001.0,CALI,76.0,VALLE,N,76001,CALI,VALLE,76,48,2,42,42.0,34.0,A-,41,2,24,53,3,52,43,2,40,230,38.0,,40.1177619033642,1.0,2.0,PUBLICAR
31,TI,COLOMBIA,F,03/01/2006,20224,SB11202240490253,ESTUDIANTE,COLOMBIA,No,CUNDINAMARCA,25.0,SOACHA,25754.0,Secundaria (Bachillerato) completa,Educación profesional incompleta,Estrato 3,5 a 6,Cinco,Si,Si,Si,No,Si,Si,No,No,26 A 100 LIBROS,Más de 2 horas,Entre 1 y 3 horas,0,No,3 a 5 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Mejor,325754003606.0,91835.0,INSTITUTO DE INVESTIGACION AMBIENTAL JOAQUIN MONTOYA,COMPLETA,MIXTO,NO OFICIAL,A,N,ACADÉMICO,325754003606.0,INSTITUTO DE INVESTIGACION AMBIENTAL JOAQUIN MONTOYA,S,URBANO,25754.0,SOACHA,25.0,CUNDINAMARCA,N,25754,SOACHA,CUNDINAMARCA,25,61,3,79,48.0,49.0,A1,54,2,68,58,3,68,47,2,51,272,66.0,,59.1139010829875,3.0,3.0,PUBLICAR
32,TI,COLOMBIA,M,20/02/2008,20224,SB11202240596277,ESTUDIANTE,COLOMBIA,No,MAGDALENA,47.0,ZONA BANANERA,47980.0,Primaria completa,Técnica o tecnológica completa,Estrato 1,5 a 6,Tres,No,No,Si,No,Si,No,Si,No,11 A 25 LIBROS,30 minutos o menos,No Navega Internet,0,"Si, en efectivo",1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,"Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia",Igual,247980000104.0,745877.0,INSTITUCION EDUCATIVA DEPARTAMENTAL DE TUCURINCA,UNICA,MIXTO,OFICIAL,A,N,TÉCNICO,247980800020.0,SEDE NUEVA ESPERANZA,N,RURAL,47980.0,ZONA BANANERA,47.0,MAGDALENA,N,47053,ARACATACA,MAGDALENA,47,54,3,58,36.0,15.0,A-,34,1,5,41,2,15,36,1,19,204,22.0,,42.2143334029911,2.0,2.0,PUBLICAR
33,TI,COLOMBIA,F,06/04/2006,20224,SB11202240027119,ESTUDIANTE,COLOMBIA,No,BOLIVAR,13.0,CARTAGENA DE INDIAS,13001.0,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,Estrato 1,3 a 4,Dos,Si,No,Si,No,No,No,No,No,0 A 10 LIBROS,Entre 1 y 2 horas,Entre 1 y 3 horas,0,No,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Igual,313001003095.0,27102.0,CIUDAD ESCOLAR DE COMFENALCO,COMPLETA,MIXTO,NO OFICIAL,A,N,ACADÉMICO,313001003095.0,CIUDAD ESCOLAR DE COMFENALCO,S,URBANO,13001.0,CARTAGENA DE INDIAS,13.0,BOLIVAR,N,13001,CARTAGENA DE INDIAS,BOLIVAR,13,65,3,88,79.0,98.0,B+,65,3,93,77,4,100,68,3,96,348,97.0,,45.048090361182,2.0,3.0,PUBLICAR
34,TI,COLOMBIA,M,01/10/2005,20224,SB11202240037980,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11.0,BOGOTÁ D.C.,11001.0,Técnica o tecnológica completa,Técnica o tecnológica completa,Estrato 2,3 a 4,Tres,Si,Si,Si,No,Si,Si,No,No,0 A 10 LIBROS,Entre 30 y 60 minutos,Más de 3 horas,0,No,3 a 5 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,No sabe,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Igual,111001100048.0,217547.0,COLEGIO HERNANDO DURAN DUSSAN (IED),UNICA,MIXTO,OFICIAL,A,N,ACADÉMICO,111001100048.0,CENT EDUC DIST HERNANDO DURAN DUSAN,S,URBANO,11001.0,BOGOTÁ D.C.,11.0,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,74,4,98,70.0,92.0,B1,73,4,99,66,4,89,68,3,95,351,98.0,,57.0835391784381,3.0,3.0,PUBLICAR
35,TI,COLOMBIA,F,08/06/2004,20224,SB11202240545398,ESTUDIANTE,COLOMBIA,No,LA GUAJIRA,44.0,FONSECA,44279.0,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Tres,No,Si,Si,Si,Si,No,Si,No,0 A 10 LIBROS,30 minutos o menos,Entre 1 y 3 horas,0,No,Todos o casi todos los días,3 a 5 veces por semana,1 o 2 veces por semana,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Trabaja en el hogar, no trabaja o estudia",Igual,144279000635.0,723627.0,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA DE FONSECA,UNICA,MIXTO,OFICIAL,A,N,TÉCNICO,144279000635.0,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA  DE FONSECA,S,URBANO,44279.0,FONSECA,44.0,LA GUAJIRA,N,44279,FONSECA,LA GUAJIRA,44,30,1,5,43.0,36.0,A-,41,2,25,38,2,9,33,1,11,180,9.0,,50.8840907900073,2.0,2.0,PUBLICAR
36,TI,COLOMBIA,M,20/09/2003,20224,SB11202240536052,ESTUDIANTE,COLOMBIA,No,CAUCA,19.0,BALBOA,19075.0,,,,7 a 8,Cuatro,,No,No,No,,No,Si,No,,,,Entre 21 y 30 horas,"Si, en efectivo",,,,"Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia",Igual,219075000211.0,141945.0,I.E. LA BERMEJA,MAÑANA,MIXTO,OFICIAL,A,N,ACADÉMICO,219075000211.0,LA BERMEJA (sede principal),S,RURAL,19075.0,BALBOA,19.0,CAUCA,N,19075,BALBOA,CAUCA,19,42,2,26,31.0,3.0,A-,45,2,39,50,2,39,47,2,51,224,34.0,,33.0543426923519,1.0,1.0,PUBLICAR
37,TI,COLOMBIA,M,14/11/2005,20224,SB11202240592509,ESTUDIANTE,COLOMBIA,No,ANTIOQUIA,5.0,DONMATÍAS,5237.0,No Aplica,Secundaria (Bachillerato) incompleta,Estrato 3,5 a 6,Tres,Si,No,Si,No,Si,No,Si,Si,0 A 10 LIBROS,No leo por entretenimiento,Más de 3 horas,0,No,3 a 5 veces por semana,Todos o casi todos los días,1 o 2 veces por semana,No aplica,Es vendedor o trabaja en atención al público,Mejor,105237000150.0,731646.0,INSTITUCION EDUCATIVA DONMATIAS,MAÑANA,MIXTO,OFICIAL,A,N,ACADÉMICO,105237000150.0,COLEGIO DONMATIAS,S,URBANO,5237.0,DONMATÍAS,5.0,ANTIOQUIA,N,5237,DONMATÍAS,ANTIOQUIA,5,47,2,39,55.0,68.0,A1,46,2,43,52,3,46,41,2,33,236,42.0,,50.5811010491133,2.0,2.0,PUBLICAR
38,TI,COLOMBIA,M,10/02/2005,20224,SB11202240416661,ESTUDIANTE,COLOMBIA,No,CORDOBA,23.0,MONTELÍBANO,23466.0,Primaria incompleta,Primaria incompleta,Estrato 2,3 a 4,Dos,Si,No,No,No,Si,No,Si,No,11 A 25 LIBROS,Entre 1 y 2 horas,Entre 1 y 3 horas,Menos de 10 horas,"Si, en efectivo",3 a 5 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,"Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja por cuenta propia (por ejemplo plomero, electricista)",Igual,123466000021.0,95703.0,INSTITUCION EDUCATIVA SAN BERNARDO,MAÑANA,MIXTO,OFICIAL,A,N,ACADÉMICO,123466000021.0,I.E. SAN BERNARDO - SEDE PRINCIPAL,S,URBANO,23466.0,MONTELÍBANO,23.0,CORDOBA,N,23466,MONTELÍBANO,CORDOBA,23,35,1,11,30.0,2.0,A-,31,1,2,47,2,30,34,1,13,181,9.0,,43.4767184622035,2.0,2.0,PUBLICAR
39,TI,COLOMBIA,M,13/07/2005,20224,SB11202240337517,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11.0,BOGOTÁ D.C.,11001.0,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Dos,Si,Si,Si,No,Si,No,No,No,0 A 10 LIBROS,30 minutos o menos,Entre 1 y 3 horas,0,No,Todos o casi todos los días,Todos o casi todos los días,1 o 2 veces por semana,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Igual,311001029920.0,102871.0,COL SANTA CATALINA DEL SUR ORIENTE,COMPLETA,MIXTO,NO OFICIAL,A,N,ACADÉMICO,311001029920.0,COL SANTA CATALINA DEL SUR ORIENTE,S,URBANO,11001.0,BOGOTÁ D.C.,11.0,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,50,2,47,39.0,24.0,A-,47,2,45,56,3,61,50,2,58,249,51.0,,53.4529487180717,3.0,3.0,PUBLICAR
40,TI,COLOMBIA,M,16/10/2005,20224,SB11202240271750,ESTUDIANTE,COLOMBIA,No,VALLE,76.0,CALI,76001.0,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,Estrato 3,7 a 8,Tres,Si,Si,Si,Si,Si,Si,No,No,26 A 100 LIBROS,30 minutos o menos,Más de 3 horas,0,No,Todos o casi todos los días,Todos o casi todos los días,3 a 5 veces por semana,"Trabaja en el hogar, no trabaja o estudia","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Igual,176001005813.0,726141.0,INSTITUCION EDUCATIVA INEM JORGE ISAACS,UNICA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,176001005813.0,INSTITUCION EDUCATIVA JORGE ISAACS ,S,URBANO,76001.0,CALI,76.0,VALLE,N,76001,CALI,VALLE,76,64,3,87,57.0,73.0,A1,62,3,87,66,4,89,57,3,75,309,86.0,,56.8071788505939,3.0,3.0,PUBLICAR
41,TI,COLOMBIA,F,03/03/2005,20224,SB11202240051631,ESTUDIANTE,COLOMBIA,No,BOYACA,15.0,DUITAMA,15238.0,Técnica o tecnológica completa,Técnica o tecnológica completa,Estrato 2,3 a 4,Dos,Si,Si,Si,No,No,No,No,No,26 A 100 LIBROS,Entre 30 y 60 minutos,Entre 1 y 3 horas,0,No,3 a 5 veces por semana,1 o 2 veces por semana,3 a 5 veces por semana,"Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia",Igual,115238000698.0,24760.0,COLEGIO GUILLERMO LEON VALENCIA,MAÑANA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,115238000698.0,PRINCIPAL INTEGRADO,S,URBANO,15238.0,DUITAMA,15.0,BOYACA,N,15238,DUITAMA,BOYACA,15,53,3,55,52.0,60.0,A1,56,3,73,53,3,51,57,3,75,273,66.0,,51.8944683435816,3.0,2.0,PUBLICAR
42,TI,COLOMBIA,F,29/12/2004,20224,SB11202240162348,ESTUDIANTE,COLOMBIA,No,CORDOBA,23.0,MONTELÍBANO,23466.0,Primaria incompleta,Primaria incompleta,Estrato 2,5 a 6,Tres,Si,Si,Si,No,Si,No,No,No,11 A 25 LIBROS,Más de 2 horas,Entre 1 y 3 horas,0,No,3 a 5 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,"Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Mejor,123466002601.0,103184.0,INSTITUCION EDUCATIVA CONCENTRACION EDUCATIVA DEL SUR DE MONTELIBANO,MAÑANA,MIXTO,OFICIAL,A,N,ACADÉMICO,123466002601.0,INST. EDCCONCENTRACIÓN EDC.DEL SUR DE M/LIBANO,S,URBANO,23466.0,MONTELÍBANO,23.0,CORDOBA,N,23466,MONTELÍBANO,CORDOBA,23,65,3,88,51.0,57.0,A1,54,2,68,62,3,78,54,2,70,291,77.0,,47.4071719743827,2.0,2.0,PUBLICAR
43,TI,COLOMBIA,F,20/05/2005,20224,SB11202240369677,ESTUDIANTE,COLOMBIA,No,CESAR,20.0,VALLEDUPAR,20001.0,Educación profesional completa,Técnica o tecnológica incompleta,Estrato 1,3 a 4,Dos,Si,No,No,No,No,No,Si,No,0 A 10 LIBROS,Entre 30 y 60 minutos,Entre 1 y 3 horas,Entre 11 y 20 horas,"Si, en efectivo",3 a 5 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Es vendedor o trabaja en atención al público,Peor,320001002311.0,44107.0,CEN EDUC SANTA TERESITA,COMPLETA,MIXTO,NO OFICIAL,A,N,ACADÉMICO,320001002311.0,CEN EDUC SANTA TERESITA,S,URBANO,20001.0,VALLEDUPAR,20.0,CESAR,N,20001,VALLEDUPAR,CESAR,20,62,3,83,60.0,79.0,A2,62,3,87,59,3,71,50,2,59,292,77.0,,47.4114776094917,2.0,3.0,PUBLICAR
44,TI,COLOMBIA,F,23/02/2006,20224,SB11202240211182,ESTUDIANTE,COLOMBIA,No,ATLANTICO,8.0,BARRANQUILLA,8001.0,Técnica o tecnológica completa,Educación profesional completa,Estrato 5,3 a 4,Tres,Si,Si,Si,Si,Si,Si,No,No,11 A 25 LIBROS,No leo por entretenimiento,Más de 3 horas,0,No,Todos o casi todos los días,3 a 5 veces por semana,3 a 5 veces por semana,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Trabaja en el hogar, no trabaja o estudia",Igual,308001000521.0,3798.0,LICEO DE CERVANTES,COMPLETA,MIXTO,NO OFICIAL,A,N,TÉCNICO/ACADÉMICO,308001000521.0,COLEGIO LICEO DE CERVANTES,S,URBANO,8001.0,BARRANQUILLA,8.0,ATLANTICO,N,8001,BARRANQUILLA,ATLANTICO,8,68,3,92,78.0,98.0,B1,70,3,98,71,4,96,75,4,100,358,98.0,,61.8260009492682,3.0,4.0,PUBLICAR
45,TI,COLOMBIA,F,27/04/2004,20224,SB11202240266991,ESTUDIANTE,COLOMBIA,No,TOLIMA,73.0,IBAGUÉ,73001.0,,,,,,,,,,,,,,,,,,,,,,,,,173001002173.0,735670.0,INST EDUC  BOYACA,UNICA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,173001002173.0,SEDE 1 BOYACA,S,URBANO,73001.0,IBAGUÉ,73.0,TOLIMA,N,73001,IBAGUÉ,TOLIMA,73,46,2,35,56.0,71.0,A1,54,2,70,58,3,67,62,3,86,275,68.0,,,,2.0,PUBLICAR
46,TI,COLOMBIA,F,05/08/2005,20224,SB11202240081225,ESTUDIANTE,COLOMBIA,No,LA GUAJIRA,44.0,VILLANUEVA,44874.0,Educación profesional completa,Técnica o tecnológica completa,Estrato 1,5 a 6,Uno,No,No,No,No,No,No,Si,No,0 A 10 LIBROS,Entre 1 y 2 horas,Entre 30 y 60 minutos,0,No,1 o 2 veces por semana,1 o 2 veces por semana,Nunca o rara vez comemos eso,No aplica,"Trabaja en el hogar, no trabaja o estudia",Igual,144874000517.0,739920.0,INSTITUCION EDUCATIVA TÉCNICA PROMOCION SOCIAL,UNICA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,144874000517.0,INSTITUCION EDUCATIVA TÉCNICA PROMOCION SOCIAL,S,URBANO,44874.0,VILLANUEVA,44.0,LA GUAJIRA,N,44874,VILLANUEVA,LA GUAJIRA,44,56,3,66,48.0,49.0,A1,57,3,76,61,3,75,49,2,54,276,68.0,,38.1722873001983,1.0,2.0,PUBLICAR
